PWSID	SystemName	Group	County	OwnerTypeDesc	ResPop	ResConn	TotalConn	ApprovSvcs	EffectiveDate	PWSAddress1	PWSCity	WSState	WSZipCode
07319	PINE CREEK HOUSING	A	OKANOGAN	Private	10	3	4	5	08/12/1999	614 PEARL ST S	WENATCHEE	WA	98801
07334	INDIAN CAMP - BUCKHORN MT ORCHARD	A	OKANOGAN	Private	3	21	22	23	08/13/1999	PO BOX 7	BREWSTER	WA	98812
07335	JN CAMP - BUCKHORN MT ORCHARDS	A	OKANOGAN	Private	2	2	24	24	08/13/1999	PO BOX 7	BREWSTER	WA	98812
07344	LATHROP INDUSTRIAL PARK	A	THURSTON	City/Town	3	1	21	43	04/01/1981	555 ISRAEL RD SW	TUMWATER	WA	98501
07345	WALKER S LONE PINE ORCHARD	A	DOUGLAS	Private	5	2	3	3	08/18/1999	PO BOX 1667	CHELAN	WA	98816
07350	BLALOCK ORCHARD DIST 10	A	WALLA WALLA	Special District	250	86	88	99	01/01/1970	PO BOX 392	WALLA WALLA	WA	99362
07356	SMITH & NELSON	A	OKANOGAN	Investor	0	0	19	5	08/23/1999	1012 LOOMIS / OROVILLE RD	TONASKET	WA	98855
07359	MAC THOM ORCHARDS	A	GRANT	Private	12	8	9	4	08/23/1999	26241 HWY 243	MATTAWA	WA	99344
07378	HORSESHOE LAKE GOLF COURSE	A	KITSAP	Investor	3	1	3	3	08/27/1999	1250 SW CLUB HOUSE CT	PORT ORCHARD	WA	98367
07390	KING COUNTY SHOOTING SPORTS PARK	A	KING	County	0	0	3	3	09/01/1999	500 4TH AVE ROOM 201	SEATTLE	WA	98104
07398	VALLEY FRUIT ORCHARDS LLC	A	GRANT	Private	0	4	4	4	09/10/1999	201 EAST D STREET	YAKIMA	WA	98901
07400	BLALOCK ORCHARDS DIST 12	A	WALLA WALLA	Special District	150	68	69	69	01/01/1970	1076 NEWTOWN ROAD	WALLA WALLA	WA	99362
07402	INABA FARMS/PEPPERFIELD VILLAGE	A	YAKIMA	Private	0	4	4	4	09/10/1999	8351 MCDONALD RD	WAPATO	WA	98951
07406	UCA/YAKIMA FIELD OFFICE COMPLEX	A	YAKIMA	Federal	0	0	10	0	09/14/1999	1917 MARSH RD	YAKIMA	WA	98901-2058
07430	THREE RIVERS WINERY	A	WALLA WALLA	Private	0	0	1	1	09/27/1999	5641 W HWY 12	WALLA WALLA	WA	99362
07450	BLANCHARD EDISON WATER ASSN. INC.	A	SKAGIT	Association	980	450	496	640	01/01/1970	PO BOX 38	BOW	WA	98232
07459	PEND OREILLE BIBLE CAMP	A	PEND OREILLE	Private	0	0	15	20	10/25/1999	1092 CONKLIN MEADOWS RD	NEWPORT	WA	99156
07468	WWW 3	A	CHELAN	Private	0	0	2	4	10/07/1999	18623 BEAVER VALLEY RD	LEAVENWORTH	WA	98826
07469	CHEWELAH PEAK COMMUNITY WATER CO.	A	STEVENS	Association	20	42	46	0	10/28/1999	41920 EGYPT LOOP N	DAVENPORT	WA	99122
07499	BLUE HERON CONDOMINIUMS	A	MASON	Association	3	23	23	24	01/01/1970	PO BOX 123	PORT ORCHARD	WA	98366
07503	BLUESLIDE RESORT	A	PEND OREILLE	Private	0	1	55	0	01/01/1970	15807 N SYCAMORE	MEAD	WA	99202
07504	BLUE LAKE SUMMER HOMES WATER ASSN	A	GRANT	Association	11	37	37	60	01/01/1970	PO BOX 86	EPHRATA	WA	98823
07507	NORTHWEST MOBILE HOME PARK	A	WHATCOM	Investor	55	36	36	0	01/01/1970	6993 MISSION RD	EVERSON	WA	98247-9712
07514	BLUE PACIFIC MOTEL	A	GRAYS HARBOR	Private	2	1	24	24	01/01/1970	2707 SR 109	OCEAN CITY	WA	98569
07516	BLUE SKY COUNTRY FARMS	A	SPOKANE	Investor	44	16	16	30	06/01/1978	W 503 BRIDGES RD LOT #19	DEER PARK	WA	99006
07522	LUCIA FALLS PARK	A	CLARK	City/Town	2	1	3	0	11/22/1999	PO BOX 5000	VANCOUVER	WA	98666-5000
07542	STRATFORD ROAD ESTATES	A	GRANT	Private	212	61	61	99	02/13/2002	PO BOX 274	MOSES LAKE	WA	98837
07544	BENNINGTON LAKE	A	WALLA WALLA	Federal	0	0	1	0	04/01/1981	3211 RESERVOIR RD	WALLA WALLA	WA	99362
07559	GREEN ACRES DAY CARE	A	SNOHOMISH	Private	5	1	2	2	11/04/1999	14263 CALHOUN RD	MOUNT VERNON	WA	98273
07574	NOR WEST MOBILE HOME PARK	A	KING	Investor	49	24	24	0	01/04/2000	45810 SE NORTH BEND WAY	NORTH BEND	WA	98045
07581	WHITESIDE HOMEOWNERS ASSOCIATION	A	SNOHOMISH	Private	90	27	27	30	08/01/1981	14263 CALHOUN RD	MOUNT VERNON	WA	98273
07597	BOISE PAPER - PCA - WALLULA	A	WALLA WALLA	Private	0	0	1	1	01/01/1970	PO BOX 500	WALLULA	WA	99363
07610	BOISTFORT VALLEY	A	LEWIS	Private	"2,289"	823	850	0	01/01/1970	PO BOX 269	ADNA	WA	98522-0269
07619	KACKMAN CREEK	A	SNOHOMISH	Private	330	143	143	143	01/31/2000	PO BOX 2243	OAK HARBOR	WA	98277
07620	BOLDUC COMMUNITY	A	MASON	Association	14	15	21	21	01/01/1970	PO BOX 123	PORT ORCHARD	WA	98366
07622	EVERYBODY S STORE	A	WHATCOM	Investor	0	0	1	0	02/03/2000	5465 POTTER RD	DEMING	WA	98244
07630	"BON AIR COMMUNITY CLUB, INC."	A	ISLAND	Association	154	105	105	146	01/01/1970	70 NE MIDWAY BLVD	OAK HARBOR	WA	98277
07634	BONAPARTE LAKE RESORT	A	OKANOGAN	Investor	1	2	7	0	01/01/1970	123 FRITZ RD	RIVERSIDE	WA	98849-9628
07650	"BONNEY LAKE WATER DEPARTMENT, CITY"	A	PIERCE	City/Town	"35,123"	14049	"14,391"	0	01/01/1970	PO BOX 7380	BONNEY LAKE	WA	98391
07663	SWANRUN WATER SYSTEM	A	ISLAND	Private	60	49	49	59	02/16/2000	5421 WOODARD AVE	FREELAND	WA	98249
07667	ALPINE WATER ASSOCIATION	A	KING	Association	45	18	18	0	02/10/2000	PO BOX 610	NORTH BEND	WA	98045
07676	BRUSH PRAIRIE BAPTIST CHURCH	A	CLARK	Private	0	0	4	4	03/06/2000	11814 NE 117TH AVE	VANCOUVER	WA	98662
07694	SHAKY GROUNDS ESPRESSO	A	SPOKANE	Investor	0	0	2	1	03/13/2000	PO BOX 307	CHATTAROY	WA	99003
07696	IRENE RHINEHART PARK	A	KITTITAS	City/Town	0	0	1	1	08/08/2002	501 NORTH ANDERSON ST	ELLENSBURG	WA	98926
07700	BONNIE VIEW WATER	A	ISLAND	Association	44	28	28	38	01/01/1970	PO BOX 2243	OAK HARBOR	WA	98277
07730	BOOTS & SADDLES WATER CO	A	PIERCE	Private	150	34	34	51	01/01/1970	36204 108TH AVE CT E	EATONVILLE	WA	98328
07731	MOSSYROCK PARK POWER HOUSE	A	LEWIS	City/Town	6	2	113	113	06/01/1981	PO BOX 109	SILVER CREEK	WA	98585
07741	SYRINGA HEIGHTS MOBILE HOME PARK	A	SPOKANE	Private	52	28	28	46	07/01/1981	PO BOX 385	CHATTAROY	WA	99003
07744	IGLESIA BETHEL	A	ADAMS	Private	7	2	3	4	05/01/2000	255 LAVENDER PL	OTHELLO	WA	99344-1894
07746	ALDERBROOK COUNTRY STORE	A	MASON	Private	0	0	1	1	05/02/2000	PO BOX 498	UNION	WA	98592
07748	OLD ORCHARD ESTATES WATER SYSTEM	A	OKANOGAN	Association	42	25	26	33	08/01/1981	4 NORWAY PINES DR	TONASKET	WA	98855
07749	GLACIER VISTA	A	PIERCE	Investor	100	33	33	40	05/03/2000	PO BOX 676	EAST OLYMPIA	WA	98540
07761	PURDY CREEK	A	MASON	Investor	2	1	2	0	10/24/2000	PO BOX 73	SHELTON	WA	98584
07764	STAHL HUTTERIAN BRETHREN	A	ADAMS	Private	77	16	26	30	06/01/1980	1485 N HOFFMAN RD	RITZVILLE	WA	99169
07767	JOES PLACE FARMS	A	CLARK	Private	3	2	3	3	05/16/2000	701 NE 112TH AVE	VANCOUVER	WA	98684
07790	SUNFRESH INC	A	GRANT	Private	0	1	6	6	06/02/2000	PO BOX 394	CLE ELUM	WA	98922
07809	OLYMPIC MOUNTAIN ICE CREAM	A	MASON	Private	2	1	2	2	06/29/2000	301 E WALLACE KNEELAND 224 PMB 330	SHELTON	WA	98584
07813	STEVENS CO PUD - RIVER PARK ESTATES	A	SPOKANE	Special District	42	14	14	24	06/27/2000	PO BOX 592	LOON LAKE	WA	99148
07816	MOA TEL	A	JEFFERSON	Investor	37	15	23	23	08/01/1981	154 HWY 20	PORT TOWNSEND	WA	98368-9316
07850	BOSTON HARBOR	A	THURSTON	County	880	259	261	340	01/01/1970	9605 TILLEY RD. SOUTH	OLYMPIA	WA	98512
07870	P AND G ORCHARDS CAMP 2	A	OKANOGAN	Private	116	28	28	31	06/02/1999	PO BOX 7	BREWSTER	WA	98812
07871	P AND G ORCHARDS CAMP 3	A	OKANOGAN	Private	18	16	16	19	06/02/1999	PO BOX 7	BREWSTER	WA	98812
07877	GARDINER LUD 1	A	JEFFERSON	Special District	275	128	131	350	07/01/1981	PO BOX 929	PORT HADLOCK	WA	98339
07884	DOLLAR	A	CLARK	Private	0	1	3	4	08/22/2000	13905 NE 326TH ST	BATTLE GROUND	WA	98604
07900	"BOTHELL WATER, CITY OF"	A	KING	City/Town	"15,268"	3743	"4,249"	0	01/01/1970	9654 NE 182ND ST	BOTHELL	WA	98011
07903	HORN RAPIDS PARK WATER SYSTEM	A	BENTON	County	0	0	22	22	09/05/2000	5500 OLEANDER DR	WEST RICHLAND	WA	99353
07906	CAMP NOR WESTER	A	SAN JUAN	Private	0	0	6	0	09/11/2000	PO BOX 1055	EDMONDS	WA	98020
07929	BEAVER VALLEY SCHOOL	A	CHELAN	Special District	0	0	1	1	09/27/2000	102 MINER CT	CASHMERE	WA	98815
07937	HILL TOP ACRES	A	WALLA WALLA	Private	52	30	30	48	10/26/2000	PO BOX 367	COLLEGE PLACE	WA	99324
07956	HAWKS MEADOW WATER SYSTEM	A	CHELAN	Special District	14	30	31	99	10/30/2000	604 BRIARWWOD DR	EAST WENATCHEE	WA	98802
07963	TALL TIMBER RANCH WATER SYSTEM	A	CHELAN	Private	11	10	17	33	11/13/2000	27875 WHITE RIVER RD	LEAVENWORTH	WA	98826
07993	CUSTOM ORCHARD 1	A	OKANOGAN	Investor	18	8	8	8	03/12/2001	PO BOX 259	WENATCHEE	WA	98807
07994	ROYAL BLUFF RANCH	A	GRANT	Private	5	13	17	24	01/04/2001	19633 MARINE VIEW DRIVE SW	SEATTTLE	WA	98166
08015	BOYER PARK & MARINA	A	WHITMAN	City/Town	5	2	55	0	01/01/1970	1753 GRANITE RD	COLFAX	WA	99111
08019	CAMP LAKEVIEW	A	PIERCE	Investor	4	2	11	9	01/01/1979	32919 BENBOW DR E	GRAHAM	WA	98338
08022	KINGDOM HALL OF JEHOVAHS  WITNESS	A	LEWIS	Private	0	0	1	0	11/02/2006	PO BOX 367	RANDAL	WA	98377
08032	CLAUDIAS MOBILE PARK ESTATES 47-100	A	THURSTON	Investor	85	54	54	0	02/01/2001	219 LITTLE ST SW	TUMWATER	WA	98512-6929
08051	COLOCKUM RIDGE GOLF COURSE	A	GRANT	Special District	0	0	8	7	03/29/2001	840 F STREET SW	QUINCY	WA	98848
08052	YELM KINGDOM HALL	A	THURSTON	Private	0	0	1	1	03/23/2001	PO BOX 123	PORT ORCHARD	WA	98366
08066	FIELD OF DREAMS	A	THURSTON	Association	203	97	97	99	04/02/2001	219 LITTLE ST SW	TUMWATER	WA	98512-6929
08114	SUNBANKS RESORT	A	GRANT	Investor	3	1	180	237	06/05/2001	PO BOX 117	ELECTRIC CITY	WA	99123
08118	LWWSD - EAGLERIDGE	A	WHATCOM	Special District	174	67	67	85	05/10/2001	1220 LAKEWAY DRIVE	BELLINGHAM	WA	98229
08123	BRADSHAW ADDITION WATER SYSTEM	A	ISLAND	Association	10	15	15	0	01/01/1970	PO BOX 2243	OAK HARBOR	WA	98277
08124	NFFC - QUINCY	A	GRANT	Private	0	0	3	0	08/01/1981	PO BOX 605	QUINCY	WA	98848
08131	WAGON WHEEL MHP	A	GRANT	Private	86	32	33	36	08/01/1981	17993 RD A NW 34	EPHRATA	WA	98823
08136	DALLESPORT MOBILE HOME PARK	A	KLICKITAT	Private	100	49	49	49	09/01/1981	308 HAYDEN LANE	GOLDENDALE	WA	98620-2441
08154	ST JOHNS BAKERY	A	KLICKITAT	Private	0	0	1	2	06/06/2001	5 TIMMER LANE	GOLDENDALE	WA	98620
08166	ESTATES INC	A	CLALLAM	Investor	800	333	335	480	08/01/1981	PO BOX 3246	SEQUIM	WA	98382-5016
08167	WALLRED WATER SYSTEM	A	GRANT	Private	2	1	2	2	06/19/2001	2414 HWY 262 E	OTHELLO	WA	99344
08174	COLUMBIA CEDAR	A	FERRY	Private	0	0	1	0	01/01/1970	24419 N HWY 395	KETTLE FALLS	WA	99141
08176	BRAZEAU MOBILE HOME PARK	A	KITSAP	Private	2	1	23	29	07/01/1978	PO BOX 123	PORT ORCHARD	WA	98366
08180	CHEHALIS LIVESTOCK AUCTION & CAFE	A	LEWIS	Investor	2	1	4	0	01/01/1970	1162 NW STATE AVE	CHEHALIS	WA	98532-0813
08197	ECO PARK	A	COWLITZ	Private	0	0	4	5	05/23/2001	PO BOX 350	TOUTLE	WA	98649
08200	"BREMERTON, CITY OF"	A	KITSAP	City/Town	"53,507"	22871	"23,934"	0	01/01/1970	100 OYSTER BAY AVE. N.	BREMERTON	WA	98312
08204	HENLEYS RESORT WATER SYSTEM	A	PIERCE	Private	6	3	37	0	07/12/2001	PO BOX 404	EATONVILLE	WA	98328
08206	ST FRANCIS XAVIER MISSION	A	LEWIS	Private	0	0	2	2	11/02/2006	PO BOX 780	NAPAVINE	WA	98565
08225	KENDALL ELEMENTARY SCHOOL	A	WHATCOM	Private	0	0	1	0	07/23/2001	14263 CALHOUN RD	MOUNT VERNON	WA	98273
08226	THE GALLEY WATER SYSTEM	A	SAN JUAN	Private	1	1	2	0	07/19/2001	3365 FISHERMAN BAY RD	LOPEZ	WA	98261
08236	HOLIDAY HIDEAWAY WATER SYSTEM	A	SKAGIT	Association	140	140	157	249	06/01/1981	7773 HIDEAWAY LANE	ANACORTES	WA	98221
08242	CLEAR LAKE GRACE BRETHREN CAMP INC	A	YAKIMA	Private	3	1	6	0	01/01/1970	PO BOX 938	SUNNYSIDE	WA	98944
08246	JAW FARMS INC	A	OKANOGAN	Investor	124	96	96	99	08/01/1981	PO BOX 470	MALOTT	WA	98829
08253	THE BUTTES	A	PIERCE	Special District	962	363	365	400	07/30/2001	14515 PIONEER WAY E	PUYALLUP	WA	98372
08255	DELTA GROCERY WATER SYSTEM	A	WHATCOM	Private	2	1	2	2	07/30/2001	1306 BIRCH BAY LYNDEN RD	LYNDEN	WA	98264
08259	PALMER LAKE LAND COMPANY	A	OKANOGAN	Investor	14	6	8	0	08/16/2001	1925 LOOMIS HWY	LOOMIS	WA	98827
08262	THE RUSSELL GROUP WATER SYSTEM	A	WHATCOM	Private	0	0	1	2	10/10/2008	2530 NORTHSHORE RD	BELLINGHAM	WA	98226
08269	PEND OREILLE MINE	A	PEND OREILLE	Private	0	0	3	4	08/30/2001	PO BOX 7	METALINE FALLS	WA	99153
08273	"BREMERTON WEST 517 ZONE, CITY OF"	A	KITSAP	City/Town	130	52	137	0	09/12/2001	100 OYSTER BAY AVE. N.	BREMERTON	WA	98312
08278	PHOENIX RISING SCHOOL	A	THURSTON	Private	0	0	1	2	09/20/2001	219 LITTLE ST SW	TUMWATER	WA	98512-6929
08290	BREWSTER FLAT DOMESTIC WATER ASSN	A	OKANOGAN	Association	514	185	186	225	01/01/1970	94C MOUNTAIN VIEW DRIVE	BREWSTER	WA	98812
08300	"BREWSTER, CITY OF"	A	OKANOGAN	City/Town	"2,290"	652	838	"1,367"	01/01/1970	PO BOX 340	BREWSTER	WA	98812
08305	MURPHY ELMA VENEER	A	GRAYS HARBOR	Investor	0	0	2	0	10/01/2001	PO BOX 123	PORT ORCHARD	WA	98366
08318	BRIARWOOD FARMS	A	THURSTON	Investor	5	1	14	0	01/01/1979	PO BOX 370	ROCHESTER	WA	98579-0370
08324	BRIARWOOD WATER SYSTEM	A	ISLAND	Association	44	20	20	21	01/01/1970	2172 NORMAN DR	OAK HARBOR	WA	98277
08329	DISCOVERY POINTE CHURCH	A	CLARK	Private	0	0	1	1	07/17/2001	7208 NW 10TH AVENUE	VANCOUVER	WA	98665
08330	BRIDGEHAVEN COMMUNITY CLUB	A	JEFFERSON	Association	501	209	211	350	01/01/1970	525 NORTH BEACH DRIVE	PORT LUDLOW	WA	98365
08341	SKYLINE DRIVE IN THEATER	A	MASON	Investor	2	1	2	2	12/03/2001	116 W RAILROAD SUITE 106 #402	SHELTON	WA	98584
08343	BAR/RICH ACRES	A	DOUGLAS	Special District	50	20	21	35	07/01/1978	PO BOX 215	BRIDGEPORT	WA	98813
08344	CAMANO ISLAND SUMMIT ASSOC.	A	ISLAND	Association	42	18	18	22	08/01/1981	PO BOX 2243	OAK HARBOR	WA	98277
08350	"BRIDGEPORT, CITY OF"	A	DOUGLAS	City/Town	"2,409"	717	768	935	01/01/1970	PO BOX 640	BRIDGEPORT	WA	98813
08353	SUNRISE GROCERY STORE	A	WHATCOM	Investor	5	1	2	2	12/18/2001	8887 SUNRISE RD	CUSTER	WA	98240
08356	BRIDGEVIEW HOMESITES WATER ASSN	A	YAKIMA	Private	80	21	21	21	01/01/1970	1302 S FIRST AVE	YAKIMA	WA	98902
08359	HENDERSON BOULEVARD	A	THURSTON	Investor	379	143	145	200	01/01/1970	6800 MERIDIAN RD SE	OLYMPIA	WA	98513-6302
08361	NATIONAL FOOD CORP - LIND	A	ADAMS	Investor	1	1	20	19	12/06/2001	16900 51ST AVE NE	ARLINGTON	WA	98223
08364	BRIDLE MOOR WATER ASSOCIATION	A	YAKIMA	Private	44	17	17	18	01/01/1970	6 N FIFTH AVE	YAKIMA	WA	98902
08367	WEST KITSAP	A	KITSAP	Special District	"1,660"	664	665	740	07/01/1978	PO BOX 1989	POULSBO	WA	98370
08371	RICHARDSON WATER COMPANY	A	YAKIMA	Investor	185	141	144	180	08/01/1981	6 N FIFTH AVE	YAKIMA	WA	98902
08383	WEST OLYMPIA MEDICAL PARK	A	THURSTON	Investor	0	0	1	1	10/10/2001	PO BOX 123	PORT ORCHARD	WA	98366
08391	TIGER MUSEUM DOMESTIC WATER SYSTEM	A	PEND OREILLE	Private	0	0	1	1	12/21/2001	PO BOX 791	IONE	WA	99139
08393	COUNTRYWOOD ESTATES	A	THURSTON	Investor	488	271	271	301	12/27/2001	PO BOX 676	EAST OLYMPIA	WA	98540
08401	RESERVOIR HILL MAINTENANCE ASSN	A	KITTITAS	Private	33	20	21	25	09/01/1981	PO BOX 221	SOUTH CLE ELUM	WA	98943
08426	SOUTH WHIDBEY P&R SPORTS COMPLEX	A	ISLAND	Special District	0	0	1	0	04/07/2005	5475 MAXWELTON RD	LANGLEY	WA	98260-0136
08430	BRINNON COMMUNITY CENTER	A	JEFFERSON	County	0	0	1	15	01/01/1979	306144 HIGHWAY 101	BRINNON	WA	98320
08432	WEDGE MOUNTAIN INN	A	CHELAN	Investor	2	1	2	2	03/20/2002	17235 190TH AVE SE	RENTON	WA	98058
08475	MINERAL LIONS DEN	A	LEWIS	Private	1	0	59	59	04/22/2002	PO BOX 9	MINERAL	WA	98355-0009
08495	RIVER OF LIFE COMMUNITY CHURCH	A	WHATCOM	Private	0	0	2	0	05/09/2002	PO BOX 124	ACME	WA	98220
08520	"GROVE TERRACE MHP TWO, LLC"	A	GRANT	Investor	249	88	88	94	01/01/1970	9998 NE MAPLE DRIVE #1	MOSES LAKE	WA	98837
08586	SKOOKUM RANCH	A	KITSAP	Investor	48	18	21	26	09/01/1981	PO BOX 336	GIG HARBOR	WA	98335-0336
08674	MONTESSORI COUNTRY SCHOOL AP	A	KITSAP	Private	0	0	1	1	09/01/1981	PO BOX 555	SUQUAMISH	WA	98392-0555
08690	BROETJE ORCHARDS	A	WALLA WALLA	Private	37	9	10	11	11/01/1979	PO BOX 324	COLLEGE PLACE	WA	99324
08740	BRONSON BEACH CLUB	A	THURSTON	Private	220	92	99	101	01/01/1970	PO BOX 416	TENINO	WA	98589
08741	NORTH RIVER SCHOOL DIST 200	A	PACIFIC	Special District	2	1	6	6	09/01/1981	2867 N RIVER RD	COSMOPOLIS	WA	98537
08760	BROOKHAVEN	A	KITSAP	Investor	30	12	12	12	01/01/1970	PO BOX 44427	TACOMA	WA	98448-0427
08781	BAILEYS FEED STORE	A	THURSTON	Private	1	1	3	3	09/01/1981	1900 GODDARD RD	TENINO	WA	98589
08786	SOUTH SOUND SPEEDWAY	A	THURSTON	Investor	3	2	4	4	09/01/1981	PO BOX 123	PORT ORCHARD	WA	98366
08815	BROWN TAYLOR WATER CO INC	A	YAKIMA	Association	45	29	29	36	01/01/1970	530 BROWN LN	SELAH	WA	98942
08881	SCREAMIN EAGLE CAMPGROUND	A	GRAYS HARBOR	Private	1	0	18	30	10/01/1981	PO BOX 566	OCEAN SHORES	WA	98569
08888	BRUCEPORT COUNTY PARK	A	PACIFIC	County	0	0	15	0	01/01/1970	PO BOX 66	SOUTH BEND	WA	98586-0066
08912	CONCONULLY LAKE RESORT	A	OKANOGAN	Investor	0	1	16	0	01/01/1970	PO BOX 209	CONCONULLY	WA	98819
08914	BRUTUS WATER SYSTEM	A	ISLAND	Association	45	27	27	30	09/01/1979	PO BOX 2243	OAK HARBOR	WA	98277
08915	ROLF BRUUN WATER SYSTEM	A	SKAGIT	Investor	36	13	13	14	01/01/1970	4728 G LOOP RD	BOW	WA	98232
08940	BERACHAH AT BUCK CREEK	A	PIERCE	Private	5	2	16	16	02/25/2008	67404 STATE ROUTE 410 E	GREEN WATER	WA	98022
08982	WALLACE RIVER SALMON HATCHERY	A	SNOHOMISH	State	10	4	6	0	09/01/1981	14418 383RD AVE SE	SULTAN	WA	98294
09000	BUCKLEY WATER	A	PIERCE	City/Town	"4,535"	1694	"1,820"	0	01/01/1970	PO  BOX 1960	BUCKLEY	WA	98321
09064	SANDFLAT WATER ASSOCIATION	A	OKANOGAN	Association	254	99	99	118	09/01/1981	526 IRONWOOD STREET	OMAK	WA	98841
09066	ASTON ESTATES	A	OKANOGAN	Association	141	59	59	61	09/01/1981	526 IRONWOOD STREET	OMAK	WA	98841
09100	BUCODA WATER DEPT	A	THURSTON	City/Town	645	233	242	393	01/01/1970	PO BOX 10	BUCODA	WA	98530
09131	ELGERWOOD MAINTENANCE ASSOCIATION	A	ISLAND	Association	110	46	46	47	08/01/1981	PO BOX 2243	OAK HARBOR	WA	98277
09150	BUENA VISTA COMMUNITY CLUB	A	ISLAND	Association	193	173	173	193	01/01/1970	PO BOX 337	STANWOOD	WA	98292
09155	BUENA VISTA ESTATES	A	CLALLAM	Association	42	15	15	16	01/01/1970	PO BOX 336	GIG HARBOR	WA	98335-0336
09156	CHEWELAH WATER DEPT NORTH	A	STEVENS	City/Town	288	176	181	389	09/01/1981	PO BOX 258	CHEWELAH	WA	99109
09179	TEAMSTERS 313 REC AREA	A	MASON	Private	1	1	12	0	10/01/1981	380 E TEAMSTERS DR	SHELTON	WA	98584
09188	HOME VALLEY WATER DISTRICT	A	SKAMANIA	Special District	360	126	133	206	10/01/1981	PO BOX 652	STEVENSON	WA	98648-0652
09200	BULLMAN BEACH	A	CLALLAM	Association	19	22	27	34	01/01/1970	P.O. BOX 811	NEAH BAY	WA	98357-0811
09251	SKAMANIA LANDING OWNERS ASSN	A	SKAMANIA	Association	118	52	52	87	06/01/1981	332 LAKESHORE DR	SKAMANIA	WA	98648-6147
09277	BUNKERS RESORT 1	A	SPOKANE	Investor	4	2	47	0	01/01/1970	36402 S BUNKER LANDING RD	CHENEY	WA	99004
09280	WILLIAMS LAKE BEACH CLUB	A	SPOKANE	Association	33	42	42	49	01/01/1970	PO BOX 555	TEKOA	WA	99033
09300	BURBANK IRRIGATION DISTRICT 4	A	WALLA WALLA	Special District	512	205	208	900	01/01/1970	PO BOX 2368	PASCO	WA	99302
09301	EASON DAN B	A	THURSTON	Private	4	1	3	3	10/01/1981	9020  MARTIN WY E	OLYMPIA	WA	98516
09314	MOUNTAIN PARK WATER SYSTEM	A	PIERCE	Private	198	90	90	116	10/01/1981	PO BOX 78	GIG HARBOR	WA	98335
09350	BURBANK HEIGHTS	A	WALLA WALLA	Special District	177	59	60	70	01/01/1970	PO BOX 1006	PASCO	WA	99302-1006
09355	BURBANK LDS CHURCH	A	WALLA WALLA	Private	0	0	1	0	07/01/1979	1314A GOETHALS DR	RICHLAND	WA	99352
09356	MAPLE HILL PARK	A	ISLAND	Investor	35	18	18	0	10/01/1981	PO BOX 2243	OAK HARBOR	WA	98277
09370	BURGER ROYAL	A	SPOKANE	Investor	4	4	5	0	01/01/1979	15909 E. RICH	SPOKANE VALLEY	WA	99216
09376	SPEEDWAY GROCERY	A	THURSTON	Private	1	2	3	2	10/01/1981	19202 OLD HWY 99 SW	ROCHESTER	WA	98579
09404	MARYSVILLE ESTATES-AQUA HILLS WS	A	SNOHOMISH	Investor	100	49	49	52	11/01/1981	PO BOX 20429	SEATTLE	WA	98102
09445	BURLEY BIBLE CHURCH	A	KITSAP	Private	2	1	5	7	09/01/1979	PO BOX 123	PORT ORCHARD	WA	98366
09450	BURLEY WATER ASSN	A	KITSAP	Association	45	21	24	0	01/01/1970	PO BOX 123	PORT ORCHARD	WA	98366
09490	ROSEDALE EAST	A	PIERCE	Investor	730	292	292	412	10/01/1981	PO BOX 336	GIG HARBOR	WA	98335-0336
09535	BURLINGTON KOA	A	SKAGIT	Investor	4	3	79	79	01/01/1970	6397 N GREEN RD	BURLINGTON	WA	98233
09540	BRUCE WATER SYSTEM	A	ADAMS	Special District	0	0	11	20	01/01/1980	455 E. HEMLOCK	OTHELLO	WA	99344
09555	BIG Y CAFE	A	CHELAN	Private	0	0	1	0	01/01/1970	PO BOX 99	LEAVENWORTH	WA	98826
09556	GEODUCK RESTAURANT	A	JEFFERSON	Investor	1	1	2	2	09/01/1981	3485 DOSEWALLIPS RD	BRINNON	WA	98320-9645
09570	BURMAN ACRES WATER	A	YAKIMA	Private	92	23	23	23	07/01/1978	6 N FIFTH AVE	YAKIMA	WA	98902
09600	BURNETT WATER DISTRICT	A	PIERCE	Special District	105	32	35	35	01/01/1970	14513 SR 165	BUCKLEY	WA	98321
09626	CHARBONNEAU PARK	A	WALLA WALLA	Federal	0	0	33	0	11/01/1979	2339 MONUMENT DR	BURBANK	WA	99323
09639	FISHHOOK PARK	A	WALLA WALLA	Federal	0	0	45	0	11/01/1981	2339 MONUMENT DR	BURBANK	WA	99323
09650	BURNS POINT	A	THURSTON	Private	162	65	66	75	01/01/1970	219 LITTLE ST SW	TUMWATER	WA	98512-6929
09651	HOOD PARK	A	WALLA WALLA	Federal	0	0	15	0	11/01/1981	2339 MONUMENT DR	BURBANK	WA	99323
09677	ICE HARBOR DAM	A	WALLA WALLA	Federal	0	0	2	0	10/01/1981	2763 MONUMENT DR	BURBANK	WA	99323
09701	GRANDVIEW FARMS PASCO - DODD ROAD	A	WALLA WALLA	Private	19	6	9	7	08/01/1981	PO BOX 1306	PASCO	WA	99301
09750	CAMP BURTON CONFERENCE CENTER	A	KING	Private	3	3	21	21	01/01/1970	9326 SW BAYVIEW DR	VASHON	WA	98070-7024
09800	BURTON WATER COMPANY INC	A	KING	Investor	839	390	400	415	01/01/1970	10930 SW 238TH ST	VASHON	WA	98070
