"PWSID","SystemName","Group","County","OwnerTypeDesc","ResPop","ResConn","TotalConn","ApprovSvcs","EffectiveDate","PWSAddress1","PWSCity","WSState","WSZipCode"
"19900","DOUBLE VIEW COMMUNITY CLUB","A","ISLAND","ASSOCIATION",52,47,47,46,1970-01-01,"PO BOX 2243","OAK HARBOR","WA","98277"
"19901","SHAWNEE HILL CONDOMINIUM  WS","A","KING","PRIVATE",40,14,16,33,1979-07-01,"PO BOX 2656","VASHON","WA","98070"
"19906","LAKEVIEW SUBDIVISION","A","LINCOLN","ASSOCIATION",5,19,19,54,2002-11-04,"13547 KELLER LANE","WILBUR","WA","99185"
"19910","GREATER BAR WATER DISTRICT","A","DOUGLAS","SPECIAL DISTRICT",153,63,64,64,1970-01-01,"PO BOX 215","BRIDGEPORT","WA","98813"
"19927","DRAKES MOBILE HOME PARK","A","GRANT","INVESTOR",20,20,48,52,1979-01-01,"7788 F ROAD SE","OTHELLO","WA","99344"
"19928","HANSON HARBOR HOMEOWNERS ASSN","A","LINCOLN","ASSOCIATION",27,45,45,102,1983-05-01,"PO BOX 66","MARSHALL","WA","99020"
"19936","SUN DESERT INC","A","GRANT","INVESTOR",25,17,18,55,1979-03-01,"30504 PACIFIC HWY S","FEDERAL WAY","WA","98003"
"19941","BOULDER CREEK ENTERPRISES INC","A","KITTITAS","PRIVATE",3,2,14,0,2003-07-16,"PO BOX 394","CLE ELUM","WA","98922"
"19942","DRIFTWOOD ACRES","A","GRAYS HARBOR","PRIVATE",1,1,5,13,2012-09-27,"PO BOX 529","COPALIS BEACH","WA","98535"
"19943","DRIFTWOOD ACRES MAINTENANCE CORP","A","KITTITAS","ASSOCIATION",60,116,117,141,1970-01-01,"PO BOX 394","CLE ELUM","WA","98922"
"19945","DRIFTWOOD COVE","A","KITSAP","SPECIAL DISTRICT",168,67,67,120,1970-01-01,"PO BOX 1989","POULSBO","WA","98370"
"19948","DRIFTWOOD HEIGHTS ASSOCIATION","A","ISLAND","ASSOCIATION",201,114,114,116,1970-01-01,"PO BOX 2243","OAK HARBOR","WA","98277"
"19949","NORMANNA PARK, INC.","A","SNOHOMISH","PRIVATE",5,4,57,110,1982-02-01,"21222 278TH PL NE","ARLINGTON","WA","98223"
"20000","DRIFTWOOD SHORES WATER SYSTEM INC","A","ISLAND","ASSOCIATION",222,118,118,159,1970-01-01,"14263 CALHOUN RD","MOUNT VERNON","WA","98273"
"20003","DRIFTWOOD VALLEY ASSOC (DVA)","A","THURSTON","ASSOCIATION",75,43,92,97,1980-01-01,"17911 DESCHUTES DR SE","YELM","WA","98597"
"20029","WIND RIVER COMMUNITY","A","SKAMANIA","ASSOCIATION",32,26,31,33,1983-11-01,"1714 SE 162ND AVE","VANCOUVER","WA","98683"
"20030","DRUSE WATER ASSOCIATION","A","YAKIMA","ASSOCIATION",32,11,11,13,1970-01-01,"6 N FIFTH AVE","YAKIMA","WA","98902"
"20031","YOUNGS","A","THURSTON","INVESTOR",3,1,3,3,1983-02-01,"5945 PRATHER RD SW","CENTRALIA","WA","98531"
"20050","DRY CREEK WATER ASSOCIATION","A","CLALLAM","ASSOCIATION",1032,444,500,780,1970-01-01,"3671 EDGEWOOD DR","PORT ANGELES","WA","98363"
"20100","CHELAN CO PUD - DRYDEN","A","CHELAN","CITY/TOWN",157,53,63,82,1970-01-01,"PO BOX 1231","WENATCHEE","WA","98807"
"20110","DRYDEN INDEPENDENT PLAZA & RV","A","CHELAN","PRIVATE",18,7,22,0,1970-01-01,"PO BOX 241","DRYDEN","WA","98821"
"20116","RANTZ MARINE PARK","A","LINCOLN","ASSOCIATION",2,18,18,18,1983-09-01,"45228 RANTZ PARK LANE NORTH","WILBUR","WA","99185"
"20177","BEACON ROCK TRAILER & RV PARK","A","SKAMANIA","STATE",0,0,5,50,2010-06-09,"PO BOX 42650","OLYMPIA","WA","98504"
"20200","DUCK LAKE WATER ASSOCIATION","A","OKANOGAN","ASSOCIATION",222,102,103,200,1970-01-01,"526 IRONWOOD STREET","OMAK","WA","98841"
"20226","VISTA VUE WATER USERS ASSN","A","OKANOGAN","ASSOCIATION",60,32,32,32,1983-11-01,"4 NORWAY PINES DR","TONASKET","WA","98855"
"20250","DUGUALLA COMMUNITY INC","A","ISLAND","ASSOCIATION",450,205,205,256,1970-01-01,"PO BOX 2243","OAK HARBOR","WA","98277"
"20265","DUNBAR COVE DEVELOPMENT ASSOC.","A","PIERCE","PRIVATE",69,26,26,32,1970-01-01,"PO BOX 336","GIG HARBOR","WA","98335"
"20275","DUNES BIBLE CAMP","A","PACIFIC","PRIVATE",6,2,25,0,1970-01-01,"23515 PACIFIC HWY 1","OCEAN PARK","WA","98640"
"20276","WALTER WALKER WATER WORKS","A","KING","INVESTOR",35,14,14,20,1983-12-01,"PO BOX 336","GIG HARBOR","WA","98335"
"20280","DUNES RV RESORT 2001","A","GRAYS HARBOR","INVESTOR",9,1,39,39,1970-01-01,"P.O. BOX 237","COPALIS BEACH","WA","98535"
"20300","DUNGENESS BAY PLAT","A","CLALLAM","INVESTOR",300,161,161,175,1970-01-01,"PO BOX 1989","SEQUIM","WA","98382"
"20327","MINOR ADDITION WATER SUPPLY","A","KLICKITAT","SPECIAL DISTRICT",15,7,8,14,1983-11-01,"308 HAYDEN LANE","GOLDENDALE","WA","98620"
"20350","DUNGENESS BEACH","A","CLALLAM","INVESTOR",69,72,82,92,1970-01-01,"1371 THREE CRABS RD","SEQUIM","WA","98382"
"20425","DUNGENESS HEIGHTS","A","CLALLAM","PRIVATE",350,130,131,155,1970-01-01,"P.O. BOX 352","YELM","WA","98597"
"20445","DUNGENESS MEADOWS","A","CLALLAM","ASSOCIATION",462,185,188,218,1970-01-01,"251 DUNGENESS MEADOWS","SEQUIM","WA","98382"
"20446","FOOTHILLS MISSION CHURCH","A","SPOKANE","PRIVATE",5,1,2,0,1983-09-01,"145 5TH STREET","USK","WA","99180"
"20453","DUNGENESS GOLF COURSE AND MT VISTA","A","CLALLAM","INVESTOR",98,50,60,99,1979-01-01,"PO BOX 1989","SEQUIM","WA","98382"
"20469","WOODLAND MOBILE HOME PARK","A","CLARK","INVESTOR",209,53,79,79,1983-12-01,"PO BOX 2873","VANCOUVER","WA","98668"
"20481","SEHMEL ROAD","A","PIERCE","INVESTOR",42,16,16,16,1983-12-01,"PO BOX 336","GIG HARBOR","WA","98335"
"20500","DUPONT WATER SYSTEM, CITY OF","A","PIERCE","CITY/TOWN",8430,3686,3758,0,1970-01-01,"1700 CIVIC DRIVE","DUPONT","WA","98327"
"20501","CHIPPEWA WATER DISTRICT","A","PEND OREILLE","CITY/TOWN",185,84,89,135,1984-01-01,"PO BOX 33","IONE","WA","99139"
"20527","MOUNTAIN VIEW ASSOCIATION","A","KLICKITAT","ASSOCIATION",60,21,21,21,1984-01-01,"308 HAYDEN LANE","GOLDENDALE","WA","98620"
"20540","RIGGLEMAN ORCHARDS INC","A","KLICKITAT","INVESTOR",10,4,5,0,1984-01-01,"580 OAK RIDGE RD","WHITE SALMON","WA","98672"
"20624","MACHIAS RIDGE HOMEOWNERS ASSOC.","A","SNOHOMISH","PRIVATE",324,113,113,115,1983-12-01,"22705 40TH DRIVE NE","ARLINGTON","WA","98223"
"20637","MEADOW LAKE WATER ASSOCIATION","A","SNOHOMISH","ASSOCIATION",171,54,54,57,1983-12-01,"PO BOX 659","ARLINGTON","WA","98223"
"20692","WHISKEY HOLLOW WATER & SEWER ASSOC.","A","PIERCE","PRIVATE",45,15,15,15,1983-12-01,"PO BOX 676","EAST OLYMPIA","WA","98540"
"20750","DUVALL, CITY OF","A","KING","CITY/TOWN",7183,2771,2925,0,1970-01-01,"PO BOX 1300","DUVALL","WA","98019"
"20776","BEAU VIEW WATER","A","PIERCE","INVESTOR",30,18,18,22,1983-12-01,"814 18TH ST SW","PUYALLUP","WA","98371"
"20788","NAGLER ESTATES WATER USERS ASSN","A","YAKIMA","ASSOCIATION",54,19,19,19,1983-12-01,"6 N FIFTH AVE","YAKIMA","WA","98902"
"20803","EAGLE COVE WATER ASSOCIATION","A","SAN JUAN","ASSOCIATION",60,31,31,38,1970-01-01,"PO BOX 2416","FRIDAY HARBOR","WA","98250"
"20809","EAGLEDALE PARK","A","KITSAP","SPECIAL DISTRICT",0,0,2,3,1978-07-01,"7666 HIGH SCHOOL ROAD","BAINBRIDGE ISLAND","WA","98110"
"20816","EAGLE ROCK RESORT","A","YAKIMA","INVESTOR",2,1,14,0,2008-08-18,"8590 SR 410","NACHES","WA","98937"
"20821","WHIDBEY HILLS","A","ISLAND","ASSOCIATION",15,8,10,10,1983-12-01,"PO BOX 2243","OAK HARBOR","WA","98277"
"21127","CENTERVILLE GRADE SCHOOL","A","KLICKITAT","SPECIAL DISTRICT",0,0,1,0,1984-01-01,"2315 CENTERVILLE HWY","CENTERVILLE","WA","98613"
"21151","SUNDALE FRUIT COMPANY LLC","A","KLICKITAT","INVESTOR",19,4,15,15,1984-01-01,"PO BOX 450","MOUNT HOOD","OR","97041"
"21200","EAST MONITOR WATER ASSN","A","CHELAN","PRIVATE",80,30,30,36,1970-01-01,"","","",""
"21214","CLARK COUNTY SQUARE DANCE","A","CLARK","PRIVATE",0,0,1,1,1984-04-01,"PO BOX 820775","VANCOUVER","WA","98682"
"21227","KANAKA BAY PARK","A","SAN JUAN","ASSOCIATION",9,15,15,27,1984-01-01,"PO BOX 1463","FRIDAY HARBOR","WA","98250"
"21253","JONES INDUSTRIAL PARK","A","THURSTON","INVESTOR",0,0,9,24,1983-05-01,"151 E LEISURE LANE","GRAPEVIEW","WA","98546"
"21351","EAST NORTH BEACH COMM WATER ASSN","A","SKAGIT","ASSOCIATION",10,18,18,0,1983-07-01,"5377 GUEMES ISLAND RD","ANACORTES","WA","98221"
"21450","EAST RIDGE PARK WATER CO","A","YAKIMA","PRIVATE",150,64,64,64,1970-01-01,"502 N 40TH ST","YAKIMA","WA","98901"
"21650","EAST SPOKANE WATER DIST 1","A","SPOKANE","SPECIAL DISTRICT",4050,1700,1794,0,1970-01-01,"704 S. COLEMAN RD","SPOKANE VALLEY","WA","99212"
"21665","LIBERTY MARKET WATER SUPPLY","A","ISLAND","INVESTOR",0,0,2,0,1983-10-01,"PO BOX 2243","OAK HARBOR","WA","98277"
"21689","BRINNON SCHOOL DISTRICT 46","A","JEFFERSON","SPECIAL DISTRICT",0,0,4,4,1984-01-01,"3485 DOSEWALLIPS RD","BRINNON","WA","98320"
"21728","EAST VALLEY MARKET","A","YAKIMA","INVESTOR",0,0,1,1,1978-07-01,"7208 POSTMA RD","YAKIMA","WA","98901"
"21740","MOXIE COMMUNITY I","A","YAKIMA","PRIVATE",114,62,62,112,1970-01-01,"181 SCHUT RD","MOXEE","WA","98936"
"21800","EAST WENATCHEE WATER DISTRICT","A","DOUGLAS","SPECIAL DISTRICT",26495,10772,11070,0,1970-01-01,"692 EASTMONT AVE","EAST WENATCHEE","WA","98802"
"21850","CONSOLIDATED SUPPORT SERVICES","A","SPOKANE","STATE",851,26,95,0,1970-01-01,"PO BOX 500","MEDICAL LAKE","WA","99022"
"21900","EASTERN WASHINGTON UNIVERSITY","A","SPOKANE","STATE",1673,628,684,0,1970-01-01,"M.S. 101 ROZ","CHENEY","WA","99004"
"22030","EASTGATE","A","ISLAND","ASSOCIATION",76,38,38,0,1970-01-01,"5421 WOODARD AVE","FREELAND","WA","98249"
"22057","LITTLE VALLEY APTS.","A","ISLAND","INVESTOR",30,17,17,0,1984-03-01,"30160 ST RTE 20 D-201","OAK HARBOR","WA","98277"
"22070","GOSS LAKERIDGE ACRES ASSOCIATION","A","ISLAND","ASSOCIATION",27,15,15,15,1984-03-01,"5421 WOODARD AVE","FREELAND","WA","98249"
"22114","TIMBERLAND LIBRARY SALKUM","A","LEWIS","STATE",0,0,1,1,1984-05-01,"PO BOX 120","SALKUM","WA","98542"
"22170","EASTSOUND WATER USERS ASSOCIATION","A","SAN JUAN","ASSOCIATION",1589,954,1081,1135,1970-01-01,"PO BOX 115","EASTSOUND","WA","98245"
"22195","EASTWOOD PARK WATER CO. INC.","A","PIERCE","INVESTOR",200,86,86,98,1979-04-01,"PO BOX 340","SPANAWAY","WA","98387"
"22209","NISQUALLY NATIONAL WILDLIFE REFUGE","A","THURSTON","FEDERAL",0,0,4,4,1984-03-01,"PO BOX 123","PORT ORCHARD","WA","98366"
"22285","EATON PARK SUBDIVISION","A","BENTON","ASSOCIATION",70,21,21,21,1970-01-01,"204003 E. 14TH PL.","KENNEWICK","WA","99337"
"22300","EATONVILLE WATER DEPT","A","PIERCE","CITY/TOWN",2758,960,1090,1486,1970-01-01,"PO BOX 309","EATONVILLE","WA","98328"
"22330","ECHO GLEN CHILDRENS CENTER","A","KING","STATE",340,13,25,25,1970-01-01,"33010 SE 99TH ST","SNOQUALMIE","WA","98065"
"22340","EDELWEISS MAINTENANCE COMMISSION","A","OKANOGAN","PRIVATE",95,184,184,320,1970-01-01,"PO BOX 846","WINTHROP","WA","98862"
"22380","NEW START LANDOWNERS ASSOCIATION","A","SNOHOMISH","PRIVATE",90,26,26,52,1979-01-01,"PO BOX 659","ARLINGTON","WA","98223"
"22400","EDGEHILL WATER ASSN","A","KING","ASSOCIATION",109,41,41,51,1970-01-01,"PO BOX 336","GIG HARBOR","WA","98335"
"22416","EDGEWATER BEACH WATER CO","A","THURSTON","PRIVATE",73,39,39,65,1970-01-01,"921 LAKERIDGE WAY SW SUITE 301","OLYMPIA","WA","98502"
"22418","EDGEWATER CAMP","A","YAKIMA","PRIVATE",14,14,14,0,1970-01-01,"13207 BARRETT RD","YAKIMA","WA","98908"
"22421","EDGEWATER MOBILE ESTATES","A","COWLITZ","INVESTOR",64,32,32,47,1979-09-01,"228 CHAPMAN RD","CASTLE ROCK","WA","98611"
"22431","EAGLE PLAZA TRUCK STOP","A","LEWIS","PRIVATE",0,0,2,3,1984-04-01,"PO BOX 780","NAPAVINE","WA","98565"
"22500","EDMONDS, CITY OF","A","SNOHOMISH","CITY/TOWN",32381,9348,10123,0,1970-01-01,"7110 210TH ST SW","EDMONDS","WA","98026"
"22525","ADAMS COUNTY WATER DIST #1","A","ADAMS","SPECIAL DISTRICT",740,196,203,213,1970-01-01,"124 S BROADWAY","OTHELLO","WA","99344"
"22550","EDWALL WATER ASSN","A","LINCOLN","ASSOCIATION",47,27,36,40,1970-01-01,"PO BOX 86","EDWALL","WA","99008"
"22572","LAKE LAWRENCE","A","THURSTON","INVESTOR",875,330,331,471,1970-01-01,"6800 MERIDIAN RD SE","OLYMPIA","WA","98513"
"22585","EGGIMANN WATER SYSTEM LLC","A","PIERCE","INVESTOR",100,39,39,40,1970-01-01,"PO BOX 676","EAST OLYMPIA","WA","98540"
"22590","EIGHTY FIVE ACRES","A","KING","INVESTOR",36,21,22,20,1970-01-01,"PO BOX 20098","SEATTLE","WA","98102"
"22593","EL CAMANO COMMUNITY CLUB","A","ISLAND","ASSOCIATION",49,26,26,28,1970-01-01,"14263 CALHOUN RD","MOUNT VERNON","WA","98273"
"22596","EL CORRAL MOTEL","A","YAKIMA","PRIVATE",3,1,18,0,1978-07-01,"61731 HWY 97","TOPPENISH","WA","98948"
"22617","BADGER MOUNTAIN IRRIGATION DISTRICT","A","BENTON","SPECIAL DISTRICT",1933,804,804,1376,1970-01-01,"87525 E REATA RD","KENNEWICK","WA","99338"
"22650","ELBE WATER & SEWER DISTRICT","A","PIERCE","SPECIAL DISTRICT",50,32,46,46,1970-01-01,"PO BOX 4","ELBE","WA","98330"
"22690","ELDERWOOD WATER ASSOCIATION","A","KING","PRIVATE",52,13,13,13,1970-01-01,"PO BOX 2401","ISSAQUAH","WA","98027"
"22691","SANDBERG WATER ASSN","A","ISLAND","ASSOCIATION",35,25,25,36,1984-04-01,"5421 WOODARD AVE","FREELAND","WA","98249"
"22740","FOUR CREEKS RANCH WATER SYSTEM","A","KING","ASSOCIATION",150,60,60,66,1984-03-01,"PO BOX 336","GIG HARBOR","WA","98335"
"22750","ELDORADO HILLS","A","KITSAP","SPECIAL DISTRICT",383,153,153,157,1970-01-01,"PO BOX 1989","POULSBO","WA","98370"
"22751","BAR B ESTATE MANOR","A","MASON","INVESTOR",66,24,25,30,1983-08-01,"PO BOX 336","GIG HARBOR","WA","98335"
"22850","ELECTRIC CITY, CITY OF","A","GRANT","CITY/TOWN",1200,530,553,694,1970-01-01,"PO BOX 130","ELECTRIC CITY","WA","99123"
"22871","DRIFTWOOD HEIGHTS #2 COMMUNITY ASSN","A","ISLAND","ASSOCIATION",40,17,17,25,1984-04-01,"PO BOX 1166","STANWOOD","WA","98292"
"22880","DAN ELES MOBILE HOME COURT","A","PIERCE","PRIVATE",20,17,18,18,1970-01-01,"2322 TACOMA RD E","PUYALLUP","WA","98371"
"22881","PARKER SPRING ACRES WATER ASSOC","A","GRANT","PRIVATE",255,103,103,115,1979-07-01,"PO BOX 684","MOSES LAKE","WA","98837"
"22888","MECCA COMMUNITY ASSOCIATION","A","ISLAND","ASSOCIATION",98,27,29,44,1970-01-01,"1992 S ELGER BAY RD","CAMANO ISLAND","WA","98282"
"22890","ELGER BAY WATER ASSN","A","ISLAND","PRIVATE",9,6,20,22,1970-01-01,"PO BOX 2243","OAK HARBOR","WA","98277"
"22895","ELIZA ISLAND BEACH CLUB","A","WHATCOM","PRIVATE",3,122,122,139,1970-01-01,"4164 MERIDIAN ST, SUITE 302","BELLINGHAM","WA","98226"
"22916","SPANAWAY VILLAGE WATER SYSTEM","A","PIERCE","INVESTOR",125,55,55,0,1970-01-01,"PO BOX 61","GRAHAM","WA","98338"
"22936","ELLENSBURG GOLF AND COUNTRY CLUB","A","KITTITAS","INVESTOR",0,0,1,0,1970-01-01,"3231 THORP HWY SOUTH","ELLENSBURG","WA","98926"
"22940","ELLENSBURG KOA","A","KITTITAS","INVESTOR",2,1,106,0,1970-01-01,"32 S THORP HWY","ELLENSBURG","WA","98926"
"22950","ELLENSBURG WATER DEPT","A","KITTITAS","CITY/TOWN",18370,8882,9674,0,1970-01-01,"501 NORTH ANDERSON ST","ELLENSBURG","WA","98926"
"23011","SMALLWOOD SHORES WELL","A","WHATCOM","PRIVATE",8,17,17,0,1984-04-01,"3409 S BAY DR T-2","SEDRO WOOLLEY","WA","98284"
"23100","ELMA, CITY OF","A","GRAYS HARBOR","CITY/TOWN",3938,1336,1498,0,1970-01-01,"PO BOX 3005","ELMA","WA","98541"
"23101","CHERRY CREEK WATER SYSTEM","A","KING","INVESTOR",104,50,50,53,1978-08-01,"PO BOX 20098","SEATTLE","WA","98102"
"23110","ELMA COUNTRY CLUB","A","MASON","ASSOCIATION",20,24,26,26,1970-01-01,"PO BOX 123","PORT ORCHARD","WA","98366"
"23111","SNO PUD 1 - KAYAK","A","SNOHOMISH","SPECIAL DISTRICT",917,367,367,481,2009-08-26,"PO BOX 1107","EVERETT","WA","98206"
"23120","ELMER CITY WATER SYSTEM","A","OKANOGAN","CITY/TOWN",358,203,212,300,1970-01-01,"PO BOX 179","ELMER CITY","WA","99124"
"23128","ELM TREE WATER & SEWER ASSN","A","STEVENS","ASSOCIATION",27,13,22,35,1980-01-01,"455 KNAPP RD","COLVILLE","WA","99114"
"23145","ELMWOOD MOBILE MANOR","A","PIERCE","INVESTOR",62,39,44,44,1970-01-01,"8206 BAIRD RD NE","OLYMPIA","WA","98516"
"23175","JERRYS LANDING","A","SPOKANE","PRIVATE",11,3,23,10,1978-07-01,"41114 N LAKE SHORE RD","ELK","WA","99009"
"23177","WILLOW SPRINGS WATER USERS ASSN","A","SPOKANE","PRIVATE",24,11,11,16,1978-07-01,"40811 N LAKESHORE","ELK","WA","99009"
"23180","ELOIKA PINES ESTATES MHP","A","SPOKANE","INVESTOR",115,55,55,55,1979-01-01,"40414 N NEWPORT HWY, SPACE 55","ELK","WA","99009"
"23191","PARKWOOD","A","ISLAND","INVESTOR",53,22,22,27,1979-06-01,"PO BOX 20098","SEATTLE","WA","98102"
"23240","ELTOPIA WATER ASSOCIATION","A","FRANKLIN","PRIVATE",100,25,25,30,1970-01-01,"61 TACOMA AVE","ELTOPIA","WA","99330"
"23280","YAK CO - GALA ESTATES WATER SYSTEM","A","YAKIMA","COUNTY",119,37,37,44,1978-07-01,"128 N 2ND ST - 4TH FLOOR COURTHOUSE","YAKIMA","WA","98901"
"23290","EMERALD HEIGHTS","A","KITSAP","PRIVATE",200,84,84,90,1970-01-01,"5400 DIAMOND DR NE","BAINBRIDGE ISLAND","WA","98110"
"23294","EMERALD LAKE","A","MASON","PRIVATE",195,89,134,155,1970-01-01,"PO BOX 336","GIG HARBOR","WA","98335"
"23324","RIVER RUE WATER SYSTEM","A","LINCOLN","INVESTOR",2,1,96,96,1984-06-01,"44892 SR 21N","WILBUR","WA","99185"
"23340","KID - ELLIOT LAKE","A","BENTON","SPECIAL DISTRICT",117,48,48,50,1970-01-01,"PO BOX 6900","KENNEWICK","WA","99336"
"23341","LAKE MERIDIAN ESTATES (MHP)","A","KING","INVESTOR",154,77,77,77,1984-06-01,"25739 135TH AVE SE # 62","KENT","WA","98042"
"23379","DOMINION VIEW WATER ASSN","A","STEVENS","PRIVATE",33,18,18,20,1984-06-01,"806 DOUGLAS FALLS RD","COLVILLE","WA","99114"
"23380","ENCHANTED FIRS MOBILE ESTATES","A","PIERCE","INVESTOR",70,49,49,49,1970-01-01,"1506 ETHRIDGE AVE NE","OLYMPIA","WA","98506"
"23381","CHEWELAH LDS CHAPEL","A","STEVENS","PRIVATE",0,0,1,0,1984-06-01,"PO BOX 157","FOUR LAKES","WA","99014"
"23391","SUNNY HILLS WATER SYSTEM","A","LINCOLN","INVESTOR",22,28,28,61,2002-09-20,"PO BOX 20429","SEATTLE","WA","98102"
"23400","ENDICOTT WATER DEPT","A","WHITMAN","CITY/TOWN",350,154,187,190,1970-01-01,"PO BOX 418","ENDICOTT","WA","99125"
"23456","LAKE-O-THE-WOODS","A","ISLAND","ASSOCIATION",108,49,49,55,1984-04-01,"5421 WOODARD AVE","FREELAND","WA","98249"
"23480","ENTERPRISE ESTATES WATER ASSOC.","A","WHATCOM","ASSOCIATION",184,45,45,45,1970-01-01,"7145 FIRWOOD DR","FERNDALE","WA","98248"
"23485","ENTERPRISE TERRACE WATER ASSN.","A","WHATCOM","ASSOCIATION",95,32,32,32,1970-01-01,"PO BOX 2510","FERNDALE","WA","98248"
"23486","WANDERING CREEK HOMEOWNERS ASSN","A","SNOHOMISH","PRIVATE",456,294,294,297,1984-06-01,"24003 8TH PL W","BOTHELL","WA","98021"
"23500","ENTIAT, CITY OF","A","CHELAN","CITY/TOWN",1150,505,544,1203,1970-01-01,"PO BOX 228","ENTIAT","WA","98822"
"23540","CAMP WASKOWITZ WATER SYSTEM","A","KING","PRIVATE",5,2,11,12,1984-06-01,"45505 SE 150","NORTH BEND","WA","98045"
"23581","WOODLAND HEIGHTS","A","KING","ASSOCIATION",108,35,35,33,1984-07-01,"19115 MEADOW LAKE RD","SNOHOMISH","WA","98290"
"23600","ENUMCLAW WATER DEPARTMENT","A","KING","CITY/TOWN",15283,6601,7144,0,1970-01-01,"1309 MYRTLE AVE","ENUMCLAW","WA","98022"
"23650","EPHRATA WATER DEPARTMENT","A","GRANT","CITY/TOWN",7600,2901,3229,0,1970-01-01,"900 A STREET SE","EPHRATA","WA","98823"
"23661","WWW 1","A","CHELAN","PRIVATE",0,0,29,29,2009-07-21,"18623 BEAVER VALLEY RD","LEAVENWORTH","WA","98826"
"23735","LEIF ERIKSON REC ASSOC","A","SKAGIT","PRIVATE",190,119,138,194,1970-01-01,"22128 SR9 #57","MT VERNON","WA","98274"
"23787","DECATUR NORTHWEST","A","SAN JUAN","PRIVATE",2,109,109,110,1981-07-01,"SYLVAN COVE  DECATUR ISLAND","ANACORTES","WA","98221"
"23850","ERLAND POINT WATER CO","A","KITSAP","ASSOCIATION",2295,920,936,0,1970-01-01,"PO BOX 644","SILVERDALE","WA","98383"
"23911","SIVO ACRES","A","KITSAP","INVESTOR",66,25,25,25,1984-05-01,"PO BOX 336","GIG HARBOR","WA","98335"
"23941","HAPPY HOLLOW GROCERY","A","MASON","INVESTOR",5,2,3,0,1984-07-01,"15280 E HWY 106","BELFAIR","WA","98528"
"23953","EVALINE SCHOOL","A","LEWIS","SPECIAL DISTRICT",0,0,1,1,1970-01-01,"PO BOX 780","NAPAVINE","WA","98565"
"23960","EVANS WATER SYSTEM","A","STEVENS","PRIVATE",47,19,19,16,1970-01-01,"PO BOX 622","MARCUS","WA","99151"
"23966","ROYAL RIDGES RETREAT-UPPER CANAL","A","CLARK","PRIVATE",1,1,10,10,1984-06-01,"PO BOX 3010","BATTLE GROUND","WA","98604"
"23994","HOOT RIDGE","A","KITSAP","PRIVATE",54,18,18,18,1984-07-01,"PO BOX 123","PORT ORCHARD","WA","98366"
"24006","COUGAR RIDGE","A","THURSTON","ASSOCIATION",212,85,85,114,1982-03-01,"219 LITTLE ST SW","TUMWATER","WA","98512"
"24050","EVERETT PUBLIC WORKS DEPT. CITY OF","A","SNOHOMISH","CITY/TOWN",103000,22725,26172,0,1970-01-01,"3200 CEDAR ST","EVERETT","WA","98201"
"24151","EVERGREEN MOBILE PARK & SALES","A","WHATCOM","PRIVATE",180,60,60,0,1970-01-01,"PO BOX 3007","FERNDALE","WA","98248"
"24153","EVERGREEN PARK","A","ISLAND","PRIVATE",32,18,19,0,1970-01-01,"PO BOX 2243","OAK HARBOR","WA","98277"
"24154","EVERGREEN MOBILE ESTATES","A","MASON","PRIVATE",110,50,50,0,1979-11-01,"4220 79TH AVE NW","OLYMPIA","WA","98502"
"24155","ELMA EVERGREEN VILLAGE","A","GRAYS HARBOR","PRIVATE",29,12,12,0,1979-01-01,"151 E LEISURE LANE","GRAPEVIEW","WA","98546"
"24163","EVERGREEN SHORES","A","THURSTON","INVESTOR",1057,400,402,487,1970-01-01,"6800 MERIDIAN RD SE","OLYMPIA","WA","98513"
"24164","EVERGREEN RETREAT MHP","A","WHATCOM","INVESTOR",39,17,17,17,1970-01-01,"PO BOX 6022","VISALIA","CA","93290"
"24165","EVERGREEN SKY RANCH COMMUNITY WTR","A","KING","PRIVATE",44,22,22,27,1970-01-01,"37303 208TH SE","AUBURN","WA","98092"
"24166","EVERGREEN SPORTSMENS CLUB","A","THURSTON","PRIVATE",6,3,35,0,1970-01-01,"12736 MARKSMAN RD SW","OLYMPIA","WA","98512"
"24170","EVERGREEN VALLEY VIEW WATER SYSTEM","A","ISLAND","ASSOCIATION",40,17,17,22,1970-01-01,"5013 CASCADE PL","OAK HARBOR","WA","98277"
"24180","EVERGREEN WATER & IMPROVEMENT ASSN","A","KING","PRIVATE",150,56,56,56,1970-01-01,"PO BOX 655","RAVENSDALE","WA","98051"
"24181","EVERGREEN CLALLAM COUNTY PUD 1","A","CLALLAM","SPECIAL DISTRICT",1570,628,628,0,1979-04-01,"PO BOX 1090","PORT ANGELES","WA","98362"
"24190","MCKEES EVERGREEN BEACH ASSOCIATION","A","SNOHOMISH","PRIVATE",28,76,76,80,1970-01-01,"14263 CALHOUN RD","MOUNT VERNON","WA","98273"
"24195","EVERSON WATER ASSOC","A","WHATCOM","ASSOCIATION",130,50,55,66,1970-01-01,"8039 TRAPLINE ROAD","EVERSON","WA","98247"
"24200","EVERSON, CITY OF","A","WHATCOM","CITY/TOWN",2500,819,895,0,1970-01-01,"PO BOX 315","EVERSON","WA","98247"
"24350","FAIRCHILD AIR FORCE BASE","A","SPOKANE","FEDERAL",1588,1331,1554,0,1970-01-01,"92ND CES/CEOIU","FAIRCHILD AFB","WA","99011"
"24351","DALKENA COMMUNITY CHURCH","A","PEND OREILLE","PRIVATE",0,0,1,0,1983-11-01,"PO BOX 732","NEWPORT","WA","99156"
