PWSID	Group	SystemName	County	SrcNum	Src_Name	SourceType	SourceUse	TrObjective	TrProcss	Src_EffectieDate	SRC_InactiveDate
02365	A	ARROW LUMBER & HARDWARE	LEWIS	01	WELL #1 AKK674	Well	Permanent			01/01/1970	
02368	A	BLUE LAKE RESORT	GRANT	01	Well #1 - AEH365	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	05/06/1993	
02370	A	SILVER LAKE MOTEL AND RESORT	COWLITZ	01	WELL #1 AGF718	Well	Permanent			01/01/1970	
02375	A	ANDERSON STORE	PIERCE	01	WELL	Well	Permanent			01/01/1970	
02380	A	SMWE - CANOE RIDGE WINERY	BENTON	01	CANOE RIDGE WELL	Well	Permanent	DISINFECTION	CHLORINE DIOXIDE	05/10/1993	
02395	A	BIRCH BAY SQUARE WATER OPERATION	WHATCOM	01	Well #1 ABR712	Well	Permanent	IRON & MANGANESE REMOVAL	PERMANGANATE	05/18/1993	
02395	A	BIRCH BAY SQUARE WATER OPERATION	WHATCOM	01	Well #1 ABR712	Well	Permanent	IRON & MANGANESE REMOVAL	"CHLORINATION, HYPOCHLORITE"	05/18/1993	
02395	A	BIRCH BAY SQUARE WATER OPERATION	WHATCOM	01	Well #1 ABR712	Well	Permanent	IRON & MANGANESE REMOVAL	"FILTRATION, GRNSND/CATALYTIC MEDIA"	05/18/1993	
02395	A	BIRCH BAY SQUARE WATER OPERATION	WHATCOM	01	Well #1 ABR712	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	05/18/1993	
02408	A	TWIN ROADS WATER ASSOCIATION	SNOHOMISH	01	24050L/EVERETT	Intertie - Treated	Permanent			04/19/1993	
02413	A	UPPER SKI HILL WATER ASSN	CHELAN	01	Spring #1 AGJ068	Groundwater	Seasonal	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
02413	A	UPPER SKI HILL WATER ASSN	CHELAN	02	Spring #2  AGJ070	Groundwater	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
02417	A	PAVILION AT SENTRY PARK	MASON	01	WELL #1  AFK561	Well	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, RAPID SAND"	05/19/1993	
02420	A	RODRIGUEZ WATER SYSTEM	GRANT	01	WELL 1	Well	Permanent			04/24/2013	
02450	A	ANDY CREEK CABIN ASSOCIATION	YAKIMA	01	FS394/INDIAN CREEK NACHES RD	Intertie - Untreated	Permanent			08/08/2002	08/08/2002
02450	A	ANDY CREEK CABIN ASSOCIATION	YAKIMA	02	Well #1 - BAE935	Well	Permanent			11/10/2011	
02453	A	BARNEYS CORNER WATER SYSTEM	PIERCE	01	Well #1 AEF360	Well	Permanent	IRON & MANGANESE REMOVAL	"CHLORINATION, HYPOCHLORITE"	05/05/1993	
02453	A	BARNEYS CORNER WATER SYSTEM	PIERCE	01	Well #1 AEF360	Well	Permanent	IRON & MANGANESE REMOVAL	"FILTRATION, PRESSURE SAND"	05/05/1993	
02453	A	BARNEYS CORNER WATER SYSTEM	PIERCE	01	Well #1 AEF360	Well	Permanent	IRON & MANGANESE REMOVAL	PH ADJUSTMENT	05/05/1993	
02453	A	BARNEYS CORNER WATER SYSTEM	PIERCE	01	Well #1 AEF360	Well	Permanent	IRON & MANGANESE REMOVAL	"SEDIMENTATION, OTHER"	05/05/1993	
02461	A	JUST PLAIN GROCERY & GAS	CHELAN	01	WELL #1	Well	Permanent			05/27/1993	
02462	A	800 FIFTH AVENUE WATER SYSTEM	KING	01	77050Y/Seattle	Intertie - Treated	Permanent	CORROSION CONTROL	CORROSION INHIBITORS - PHOSP/SILICA	08/13/1993	
02475	A	"LITTLEROCK WATER WORKS, INC"	THURSTON	01	WELL #1 AAF167	Well	Permanent			06/10/1993	
02479	A	OROVILLE CONG.OF JEHOVAHS WITNESSES	OKANOGAN	01	Well #1	Well	Permanent			08/27/2007	08/27/2007
02479	A	OROVILLE CONG.OF JEHOVAHS WITNESSES	OKANOGAN	02	Well #2	Well	Permanent			08/27/2007	
02495	A	SAM  WARD	KITSAP	01	WELL #1 AES103	Well	Permanent			06/18/1993	
02496	A	SANDY POINT OWNERS ASSOCIATION	ISLAND	01	75950W/LANGLEY	Intertie - Untreated	Permanent			08/13/1993	
02498	A	DESERT CANYON DOMESTIC WATER SYSTEM	DOUGLAS	01	Well #1 - AGJ033	Well in Well Field	Permanent			06/25/1993	
02498	A	DESERT CANYON DOMESTIC WATER SYSTEM	DOUGLAS	02	Well #2 - AGJ034	Well in Well Field	Permanent			06/25/1993	
02498	A	DESERT CANYON DOMESTIC WATER SYSTEM	DOUGLAS	03	Well #3 - AGJ035	Well in Well Field	Permanent			06/25/1993	
02498	A	DESERT CANYON DOMESTIC WATER SYSTEM	DOUGLAS	04	"WF/S01,S02,S03"	Well Field	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	05/16/1996	
02498	A	DESERT CANYON DOMESTIC WATER SYSTEM	DOUGLAS	04	"WF/S01,S02,S03"	Well Field	Permanent	INORGANICS REMOVAL/TREATMENT	ION EXCHANGE	05/16/1996	
02499	A	BRIGGS NURSERY	GRAYS HARBOR	01	WELL #1 FW4  ABR879	Well	Permanent			06/14/1993	
02507	A	WYCKOFF FARMS - SUNNY HOP	BENTON	01	HOPUNION WELL	Well	Emergency	DISINFECTION	ULTRAVIOLET RADIATION	06/29/1993	
02507	A	WYCKOFF FARMS - SUNNY HOP	BENTON	01	HOPUNION WELL	Well	Emergency	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, BAG/CARTRIDGE"	06/29/1993	
02507	A	WYCKOFF FARMS - SUNNY HOP	BENTON	02	Well #2 - AEA560	Well	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, BAG/CARTRIDGE"	12/18/2013	
02513	A	MULFORD ESTATES	THURSTON	01	WELL #1 AEJ175	Well	Permanent			06/29/1993	
02519	A	MULKEY MEADOWS 1	COWLITZ	01	WELL #1 AEK020	Well	Permanent			07/07/1993	
02558	A	FINLEY ELEMENTARY SCHOOL (NEW)	BENTON	01	New Finley Well #1	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	07/12/1993	
02564	A	BRISCO POINT	MASON	01	WELL #1 SW Intrusion	Well	Permanent			01/01/1970	07/20/2006
02564	A	BRISCO POINT	MASON	02	WELL #2 AGE532	Well	Permanent			07/20/2006	
02577	A	BUZZS BAR & GRILL	THURSTON	01	WELL #1 AKY185	Well	Permanent			01/01/1970	
02590	A	STEVENS CO PUD - ECHO ESTATES	STEVENS	01	"6"" Well #1 - AGG005"	Well in Well Field	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
02590	A	STEVENS CO PUD - ECHO ESTATES	STEVENS	02	"8"" Well #2 - AGS815"	Well in Well Field	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	12/15/2003	
02590	A	STEVENS CO PUD - ECHO ESTATES	STEVENS	03	"WF/S01, S02"	Well Field	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	05/11/2004	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	01	"Well #1B AKY528-AAA117  20""X16""X12"""	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	02/10/1966	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	01	"Well #1B AKY528-AAA117  20""X16""X12"""	Well	Permanent	IRON & MANGANESE REMOVAL	AERATION/AIR STRIPPING	02/10/1966	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	01	"Well #1B AKY528-AAA117  20""X16""X12"""	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	AERATION/AIR STRIPPING	02/10/1966	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	01	"Well #1B AKY528-AAA117  20""X16""X12"""	Well	Permanent	IRON & MANGANESE REMOVAL	"CHLORINATION, GASEOUS"	02/10/1966	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	01	"Well #1B AKY528-AAA117  20""X16""X12"""	Well	Permanent	DENTAL HEALTH	FLUORIDATION	02/10/1966	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	02	"Well #5 AKY529  12"""	Well	Permanent	DENTAL HEALTH	FLUORIDATION	01/01/1970	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	02	"Well #5 AKY529  12"""	Well	Permanent	IRON & MANGANESE REMOVAL	"CHLORINATION, GASEOUS"	01/01/1970	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	02	"Well #5 AKY529  12"""	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	AERATION/AIR STRIPPING	01/01/1970	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	02	"Well #5 AKY529  12"""	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	01/01/1970	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	02	"Well #5 AKY529  12"""	Well	Permanent	IRON & MANGANESE REMOVAL	AERATION/AIR STRIPPING	01/01/1970	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	03	Well #6 Annapolis Well 6	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	02/17/2005	02/17/2005
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	03	Well #6 Annapolis Well 6	Well	Permanent	DENTAL HEALTH	FLUORIDATION	02/17/2005	02/17/2005
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	03	Well #6 Annapolis Well 6	Well	Permanent	IRON & MANGANESE REMOVAL	SEQUESTRATION	02/17/2005	02/17/2005
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	04	Well #7  Annapolis Well 7	Well	Permanent	IRON & MANGANESE REMOVAL	SEQUESTRATION	02/17/2005	02/17/2005
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	04	Well #7  Annapolis Well 7	Well	Permanent	DENTAL HEALTH	FLUORIDATION	02/17/2005	02/17/2005
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	04	Well #7  Annapolis Well 7	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	OTHER PROCESSES/OBJECTIVES	02/17/2005	02/17/2005
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	04	Well #7  Annapolis Well 7	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	02/17/2005	02/17/2005
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	05	"Well #16 AKY535 & AAA118  16"""	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	02/22/1979	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	05	"Well #16 AKY535 & AAA118  16"""	Well	Permanent	DENTAL HEALTH	FLUORIDATION	02/22/1979	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	06	"Well #8 VG #1 AKY530  10"" X 8"""	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	12/07/1976	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	07	"Well #9 Conifer Pk AKY532  8"""	Well	Emergency	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/15/2010	12/31/2009
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	07	"Well #9 Conifer Pk AKY532  8"""	Well	Emergency	DENTAL HEALTH	FLUORIDATION	01/15/2010	12/31/2009
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	08	Well #10 Salmon Berry	Well	Permanent	DENTAL HEALTH	FLUORIDATION	04/26/2004	04/26/2004
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	08	Well #10 Salmon Berry	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	OTHER PROCESSES/OBJECTIVES	04/26/2004	04/26/2004
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	08	Well #10 Salmon Berry	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	04/26/2004	04/26/2004
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	09	"Well #11 Salmon Berry AKY533 16""X12"	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	05/26/1971	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	09	"Well #11 Salmon Berry AKY533 16""X12"	Well	Permanent	IRON & MANGANESE REMOVAL	AERATION/AIR STRIPPING	05/26/1971	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	09	"Well #11 Salmon Berry AKY533 16""X12"	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	AERATION/AIR STRIPPING	05/26/1971	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	09	"Well #11 Salmon Berry AKY533 16""X12"	Well	Permanent	DENTAL HEALTH	FLUORIDATION	05/26/1971	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	09	"Well #11 Salmon Berry AKY533 16""X12"	Well	Permanent	IRON & MANGANESE REMOVAL	"CHLORINATION, GASEOUS"	05/26/1971	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	10	Well #12 Salmon Berry	Well	Permanent	DENTAL HEALTH	FLUORIDATION	04/27/2004	04/27/2004
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	10	Well #12 Salmon Berry	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	OTHER PROCESSES/OBJECTIVES	04/27/2004	04/27/2004
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	10	Well #12 Salmon Berry	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	04/27/2004	04/27/2004
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	11	Well #13 Salmon Berry	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	04/21/2004	04/21/2004
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	11	Well #13 Salmon Berry	Well	Permanent	DENTAL HEALTH	FLUORIDATION	04/21/2004	04/21/2004
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	12	(SEE S19) S12 & S19 Same Source	Well	Permanent	DENTAL HEALTH	FLUORIDATION	07/14/2011	03/01/2003
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	12	(SEE S19) S12 & S19 Same Source	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	"CHLORINATION, GASEOUS"	07/14/2011	03/01/2003
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	12	(SEE S19) S12 & S19 Same Source	Well	Permanent	IRON & MANGANESE REMOVAL	SEQUESTRATION	07/14/2011	03/01/2003
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	12	(SEE S19) S12 & S19 Same Source	Well	Permanent	IRON & MANGANESE REMOVAL	"CHLORINATION, GASEOUS"	07/14/2011	03/01/2003
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	12	(SEE S19) S12 & S19 Same Source	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	07/14/2011	03/01/2003
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	12	(SEE S19) S12 & S19 Same Source	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	AERATION/AIR STRIPPING	07/14/2011	03/01/2003
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	13	Well #15 Salmon Berry	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	04/22/2004	04/22/2004
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	13	Well #15 Salmon Berry	Well	Permanent	DENTAL HEALTH	FLUORIDATION	04/22/2004	04/22/2004
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	14	"Well #2 VG #2 AKY531 16"""	Well	Permanent			01/01/1970	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	15	"Well #17 AKY536  16""X12""X8"""	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	09/04/1986	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	15	"Well #17 AKY536  16""X12""X8"""	Well	Permanent	DENTAL HEALTH	FLUORIDATION	09/04/1986	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	16	"Well #18 AKY537- AAA416  12"""	Well	Permanent	DENTAL HEALTH	FLUORIDATION	07/19/1994	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	16	"Well #18 AKY537- AAA416  12"""	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	07/19/1994	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	17	"Well #19 AKY538  12"" X 10"""	Well	Permanent			07/19/1994	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	18	"Well #20 AKY539  12"" X 8"" X 6"""	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	07/19/1994	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	18	"Well #20 AKY539  12"" X 8"" X 6"""	Well	Permanent	DENTAL HEALTH	FLUORIDATION	07/19/1994	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	19	"Well #14 AKY534  16"" X 12"" X 8"""	Well	Permanent	DENTAL HEALTH	FLUORIDATION	11/30/1976	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	19	"Well #14 AKY534  16"" X 12"" X 8"""	Well	Permanent	IRON & MANGANESE REMOVAL	"CHLORINATION, GASEOUS"	11/30/1976	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	19	"Well #14 AKY534  16"" X 12"" X 8"""	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	11/30/1976	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	19	"Well #14 AKY534  16"" X 12"" X 8"""	Well	Permanent	IRON & MANGANESE REMOVAL	AERATION/AIR STRIPPING	11/30/1976	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	19	"Well #14 AKY534  16"" X 12"" X 8"""	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	AERATION/AIR STRIPPING	11/30/1976	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	20	"43175/Krista Firs  SO1  AKY541  6"""	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	06/25/2001	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	20	"43175/Krista Firs  SO1  AKY541  6"""	Well	Permanent	DENTAL HEALTH	FLUORIDATION	06/25/2001	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	21	"WB / 93500 S01 AAA226  8"""	Well	Emergency	IRON & MANGANESE REMOVAL	PERMANGANATE	06/25/2001	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	21	"WB / 93500 S01 AAA226  8"""	Well	Emergency	IRON & MANGANESE REMOVAL	"CHLORINATION, GASEOUS"	06/25/2001	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	21	"WB / 93500 S01 AAA226  8"""	Well	Emergency	IRON & MANGANESE REMOVAL	"FILTRATION, GRNSND/CATALYTIC MEDIA"	06/25/2001	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	22	"WB / 93500  S02 AAA120  6"""	Well	Emergency	IRON & MANGANESE REMOVAL	"FILTRATION, GRNSND/CATALYTIC MEDIA"	06/25/2001	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	22	"WB / 93500  S02 AAA120  6"""	Well	Emergency	IRON & MANGANESE REMOVAL	"CHLORINATION, GASEOUS"	06/25/2001	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	23	"Well #21 AKY540 - AAS283 16"" X 10"""	Well	Permanent	IRON & MANGANESE REMOVAL	"CHLORINATION, GASEOUS"	03/11/2003	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	23	"Well #21 AKY540 - AAS283 16"" X 10"""	Well	Permanent	DENTAL HEALTH	FLUORIDATION	03/11/2003	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	23	"Well #21 AKY540 - AAS283 16"" X 10"""	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	AERATION/AIR STRIPPING	03/11/2003	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	23	"Well #21 AKY540 - AAS283 16"" X 10"""	Well	Permanent	DISINFECTION	"CHLORINATION, GASEOUS"	03/11/2003	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	23	"Well #21 AKY540 - AAS283 16"" X 10"""	Well	Permanent	IRON & MANGANESE REMOVAL	AERATION/AIR STRIPPING	03/11/2003	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	24	"68900 / Port Orchard, City of"	Intertie - Untreated	Emergency			09/03/2009	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	25	"Well #22 ALK135  20"" X 16"" X 10"""	Well	Permanent			01/14/2011	
02600	A	WEST SOUND UTILITY DISTRICT #1	KITSAP	26	"Well #9R BAB187  8""  Replaced S07"	Well	Permanent			02/26/2010	
02601	A	FAIRFIELD MHP	WHATCOM	01	WELL #1	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
02601	A	FAIRFIELD MHP	WHATCOM	01	WELL #1	Well	Permanent	INORGANICS REMOVAL/TREATMENT	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
02601	A	FAIRFIELD MHP	WHATCOM	01	WELL #1	Well	Permanent	INORGANICS REMOVAL/TREATMENT	COAGULATION	01/01/1970	
02601	A	FAIRFIELD MHP	WHATCOM	01	WELL #1	Well	Permanent	INORGANICS REMOVAL/TREATMENT	"FILTRATION, GRNSND/CATALYTIC MEDIA"	01/01/1970	
02632	A	HEART O THE HILLS	CLALLAM	01	UNNAMED CREEK	Intertie - Untreated	Emergency			08/25/1993	08/25/1993
02632	A	HEART O THE HILLS	CLALLAM	02	WELL #1 NO WELL TAG	Well	Permanent			05/31/1993	
02632	A	HEART O THE HILLS	CLALLAM	03	WELL #2 AHM647	Well	Permanent			05/31/1993	
02660	A	SOUTH WHIDBEY PARKS & REC DISTRICT	ISLAND	01	AGA524 WELL 2	Well	Permanent			09/03/1993	
02660	A	SOUTH WHIDBEY PARKS & REC DISTRICT	ISLAND	02	WELL #1 AGA525	Well	Emergency			07/18/1996	
02660	A	SOUTH WHIDBEY PARKS & REC DISTRICT	ISLAND	03	Unapproved WELL 3	Well	Emergency			12/29/2008	
02667	A	DRIFTWOOD POINT WATER SYSTEM	PIERCE	01	WELL#1- DRIFTWOOD AEF302	Well	Permanent			09/03/1993	
02667	A	DRIFTWOOD POINT WATER SYSTEM	PIERCE	02	WELL #2 - TIPPERARY AEF303	Well	Emergency			04/26/2001	
02676	A	LAZY C	JEFFERSON	01	"WELL #1 ACM504  6"""	Well	Emergency			01/01/1970	
02676	A	LAZY C	JEFFERSON	02	"WELL #2 ACM505  6"""	Well	Emergency			01/01/1970	
02676	A	LAZY C	JEFFERSON	03	"WELL #4 ABP807  6"""	Well	Permanent			11/12/1996	
02699	A	PARKWOOD MOBILE HOME COMMUNITY	CLALLAM	01	Well 1 AHM601 CT6 Required	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	12/28/1979	
02699	A	PARKWOOD MOBILE HOME COMMUNITY	CLALLAM	02	Well 2 CT6 Required	Well	Seasonal	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/16/1980	
02699	A	PARKWOOD MOBILE HOME COMMUNITY	CLALLAM	03	Well 3 BAJ414 CT6 Required	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	10/26/2010	
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	01	WELL #501 BLDG 7011 NO WELL TAG	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	01	WELL #501 BLDG 7011 NO WELL TAG	Well	Permanent	CORROSION CONTROL	OTHER PROCESSES/OBJECTIVES	01/01/1970	
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	02	WELL #502 BLDG 7012  AAC622	Well	Permanent	CORROSION CONTROL	OTHER PROCESSES/OBJECTIVES	01/01/1970	
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	02	WELL #502 BLDG 7012  AAC622	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	03	WELL #3 7013	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1988	01/01/1988
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	03	WELL #3 7013	Well	Permanent	CORROSION CONTROL	OTHER PROCESSES/OBJECTIVES	01/01/1988	01/01/1988
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	04	WELL #504  BLDG 7014 AAC623	Well	Permanent	CORROSION CONTROL	OTHER PROCESSES/OBJECTIVES	01/01/1970	
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	04	WELL #504  BLDG 7014 AAC623	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	05	WELL  #1181 AAC638	Well	Emergency			01/10/2014	
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	06	Well # 6610	Well	Emergency			01/10/2014	
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	07	WELL #505  NO TAG	Well	Permanent			10/12/1990	10/12/1990
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	08	WELL #7634 NO TAG	Well	Permanent			11/17/1993	11/17/1993
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	09	WELL #503 BLDG 7013 AAB930	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	02/23/1993	
02714	A	NAVAL BASE KITSAP AT BANGOR	KITSAP	09	WELL #503 BLDG 7013 AAB930	Well	Permanent	CORROSION CONTROL	OTHER PROCESSES/OBJECTIVES	02/23/1993	
02715	A	DAYTON TRAILS	MASON	01	Well #1 AHB632	Well	Permanent			07/16/1993	
02715	A	DAYTON TRAILS	MASON	02	Well #2 AHB633	Well	Permanent			07/16/1993	
02722	A	CASCADIAN HOME FARM WATER SYSTEM	SKAGIT	01	AKF825  WELL #1	Well	Permanent			04/21/1993	
02725	A	SEATTLE RIFLE AND PISTOL	SNOHOMISH	01	WELL #1	Well	Permanent	IRON & MANGANESE REMOVAL	ION EXCHANGE	11/08/1993	
02728	A	79TH AVE COMMUNITY WATER ASSN	PIERCE	01	WELL ACY945	Well	Permanent			09/28/1993	
02735	A	APPLE ACRES VILLAGE	CHELAN	01	Well #1	Well	Emergency			01/01/1970	
02735	A	APPLE ACRES VILLAGE	CHELAN	02	Well #2	Well	Emergency			06/12/1992	
02735	A	APPLE ACRES VILLAGE	CHELAN	03	Well #4	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	12/03/1995	
02735	A	APPLE ACRES VILLAGE	CHELAN	04	Well #3	Well	Emergency			01/26/1999	
02744	A	NORTHWEST WHOLESALE	CHELAN	01	Well #1 - AEC021	Well	Permanent			01/01/1970	
02771	A	SPANAWAY ONE ACRE RANCHETTES	PIERCE	01	Well #1 ABA683	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
02771	A	SPANAWAY ONE ACRE RANCHETTES	PIERCE	01	Well #1 ABA683	Well	Permanent	CORROSION CONTROL	PH ADJUSTMENT	01/01/1970	
02777	A	COXVILLE WATER ASSN #1	BENTON	01	WELL 1	Well in Well Field	Permanent			11/04/1993	
