PWSID	SystemName	Group	County	OwnerTypeDesc	ResPop	ResConn	TotalConn	ApprovSvcs	EffectiveDate	PWSAddress1	PWSCity	WSState	WSZipCode
04017	LEISURE LANE COMMUNITY WELL	B	YAKIMA	Private	23	4	4	4	11/22/1994	PO BOX 8272	YAKIMA	WA	98908
04018	GREENWOOD WATER ASSOCIATION	B	KING	Association	7	3	3	0	01/27/1995	52301 SW 496TH PLACE	ENUMCLAW	WA	98022
04019	CASTER WATER ASSOCIATION	B	KING	Private	10	4	4	6	01/27/1995	13968 SW CASTER RD	VASHON ISLAND	WA	98070
04021	"LAGLER, DENNIS"	B	CLARK	Private	7	2	2	0	11/29/1994	10811 N E  149TH ST	BRUSH PARIRIE	WA	98606
04023	"PARDUE, GLENN E."	B	CLARK	Private	3	2	2	0	11/03/1994	42110 N W  34TH AVE	WOODLAND	WA	98674
04024	MEADOW CREST SPRINGS	B	SKAMANIA	Private	8	3	3	0	11/29/1994	62 MEADOW CREST RD	CARSON	WA	98610
04026	JONES/SWANSON	B	KING	Investor	13	5	5	0	01/01/1981	30119 SE KENT-KANGLEY RD	RAVENSDALE	WA	98051
04027	WINLOCK WATERS 3	B	LEWIS	Private	4	6	6	6	07/25/1996	20714 SNAG IS DR	SUMNER	WA	98390
04028	MCMILLAN WATER SYSTEM	B	PIERCE	Private	9	2	2	3	11/09/1994	PO  BOX 235	GRAHAM	WA	98338
04029	BRIGHTON CREEK #2 WATER SYSTEM	B	PIERCE	Private	1	1	7	7	11/09/1994	219 LITTLE ST SW	TUMWATER	WA	98512-6929
04030	GAILLAC WATER SYSTEM	B	SAN JUAN	Private	10	6	6	7	10/26/1994	261 TINKHAM LN	LOPEZ	WA	98115
04033	REEVES	B	KITSAP	Private	3	3	3	3	11/23/1994	8939 BETHEL-BURLEY RD	PORT ORCHARD	WA	98366
04035	"ADAMS, PHILIP WATER SYSTEM"	B	CHELAN	Private	8	3	3	3	12/02/1994	P O  BOX 4898	WEANTCHEE	WA	98807
04036	"PRATT, DEAN WATER SYSTEM"	B	BENTON	Private	15	2	2	2	12/01/1994	8307 W 10TH AVE	KENNEWICK	WA	99337
04038	"ROSSI, GLEN"	B	THURSTON	Private	16	4	4	0	09/12/1994	2517 WILLA ST  N E	OLYMPIA	WA	98516
04039	JRS WATER SUPPLY	B	THURSTON	Investor	8	3	3	4	01/01/1981	451 MEIER RD	WINLOCK	WA	98596
04040	PINE PARK	B	MASON	Private	23	6	6	0	11/29/1994	E 3701 HARSTENE ISLAND RD	SHELTON	WA	98584
04042	RAZOR ROAD 3	B	MASON	Private	10	5	5	6	09/15/1994	PO BOX 78	GIG HARBOR	WA	98335-0078
04043	"POWELL, MARTHA WATER SYSTEM"	B	GRANT	Private	5	2	2	2	12/05/1994	9020 ROAD 11 S W	ROYAL CITY	WA	99357
04044	MOUNTAIN SPRINGS LODGE	B	CHELAN	Private	0	2	10	10	12/06/1994	19115 CHIWAWA LOOP RD	LEAVENWORTH	WA	98826
04046	FOX ROAD WATER USERS ASSOC #2723	B	CHELAN	Association	14	4	4	4	12/09/1994	10590 FOX ROAD	LEAVENWORTH	WA	98826
04047	HAMILTON G.R. WATER SYSTEM	B	KING	Private	11	5	5	0	12/06/1994	P O  BOX 1610	VASHON	WA	98070
04049	RAZOR ROAD 2	B	MASON	Private	10	4	4	6	09/15/1994	PO BOX 78	GIG HARBOR	WA	98335-0078
04051	LAMBERTON WELL	B	YAKIMA	Investor	5	2	2	0	12/01/1980	RT 3 BOX 713	YAKIMA	WA	98901
04052	DIEHL WATER SYSTEM	B	KING	Investor	6	2	2	0	10/06/1994	17836 W  SPRING LAKE DR	RENTON	WA	98058
04053	TANWAX 351 WATER SYSTEM	B	PIERCE	Private	18	6	6	6	11/04/1994	P O  BOX 908	EATONVILLE	WA	98328
04054	OTTOW WATER SYSTEM	B	PIERCE	Private	12	2	2	4	11/22/1994	724 37TH AVE NW	GIG HARBOR	WA	98335
04055	GREENWOOD WATER SYSTEM	B	KING	Private	5	2	14	4	12/07/1994	1234 UNKNOWN UNKNOWN	KENT	WA	
04057	HIDDEN MEADOW	B	GRANT	Private	2	1	3	1	06/25/2007	9383 RD 11.5 NE	MOSES LAKE	WA	98837
04059	"BLANK, JACK B."	B	CLALLAM	Investor	6	2	2	0	12/09/1994	SPOTTED OWL LANE	SEQUIM	WA	98382
04060	"GRIFFITH, JACK & RUTH"	B	CLARK	Private	7	2	2	0	11/28/1994	20010 N E  258 AVE	BATTLE GROUND	WA	98604
04062	"MEDLIN, LLOYD & BERNADINE"	B	CLARK	Private	4	2	2	0	12/01/1994	24108 N E  WEAKLEY ROAD	CAMAS	WA	98607
04063	TOO MUCH WATER SYSTEM	B	STEVENS	Private	4	1	2	2	11/09/1994	PO BOX 7	FORD	WA	99013
04067	GOLDEN ROAD WATER SYSTEM	B	PIERCE	Private	15	4	4	0	11/17/1994	35115 59TH AVE E	EATONVILLE	WA	98328
04068	"CYR, FRED WATER SYSTEM"	B	YAKIMA	Private	7	3	3	3	12/19/1994	5633 COWICHE CANYON ROAD	YAKIMA	WA	98908
04069	FLOWERY TRAIL BED & BREAKFAST	B	STEVENS	Investor	4	1	3	3	12/19/1994	2408 FLOWERY TRAIL	CHEWELAH	WA	99109
04070	"OLSON,ROY WATER SYSTEM"	B	KING	Private	9	3	3	0	11/22/1994	25102 SE 133 WAY	ISSAQUAH	WA	98027
04071	MASSET	B	YAKIMA	Private	2	2	3	2	09/19/1994	620 E PARKER HEIGHTS RD	WAPATO	WA	98951
04072	ALLER WATER SYSTEM	B	KITTITAS	Private	3	2	2	2	12/19/1994	422 FAIRVIEW ROAD	ELLENSBURG	WA	98926
04073	POTTER/SALAPKA WATER SYSTEM	B	STEVENS	Private	4	2	2	2	12/22/1994	2637 HIGHLINE RD	CHEWELAH	WA	99109
04075	SOL BAKKEN WATER ASSOC.	B	KITSAP	Investor	17	7	7	0	07/01/1978	17055 FINLEY RD NE	POULSBO	WA	98370
04077	"LARSON, BERNIE D. WATER SYSTEM"	B	STEVENS	Private	4	2	2	2	12/20/1994	4353 LYONS HILL RD	SPRINGDALE	WA	99173-0369
04079	COLD WATER	B	MASON	Private	12	6	6	6	09/16/1994	PO BOX 636	ALLYN	WA	98546
04080	"MEYER, JAMES R."	B	CLARK	Private	5	2	2	0	12/12/1994	16202 N W  61 AVENUE	RIDGEFIELD	WA	98642
04081	"WHITE, DAVID"	B	CLARK	Private	8	2	2	0	12/08/1994	52301 SW 496TH PLACE	ENUMCLAW	WA	98022
04082	BROWN MILTON	B	CLARK	Private	2	2	2	0	12/12/1994	301 N W  MURRAY	PORTLAND	OR	97229
04083	BLUE HERON	B	KITSAP	Special District	9	4	4	4	12/16/1994	PO BOX 1989	POULSBO	WA	98370
04084	BEACH HEAD #1	B	KITSAP	Investor	15	6	6	6	12/16/1994	PO BOX 1600	POULSBO	WA	98370
04085	CONNER WATER SYSTEM	B	BENTON	Private	0	0	2	2	12/22/1994	4822 S UNION LOOP RD	KENNEWICK	WA	99338
04086	HICKMAN WATERWORKS	B	BENTON	Private	4	2	2	2	12/22/1994	ROUTE 2 BOX 21519	BENTON CITY	WA	99320
04087	MORIAH NORTH ESTATES #1	B	YAKIMA	Investor	22	14	14	14	12/27/1994	7001 OCCIDENTAL	YAKIMA	WA	98903
04088	MORIAH NORTH ESTATES #3	B	YAKIMA	Investor	13	11	11	12	12/19/1994	7001 OCCIDENTAL	YAKIMA	WA	98903
04089	MARBLE WELL	B	YAKIMA	Investor	5	2	2	0	12/01/1980	PO BOX 280	GRANDVIEW	WA	98930
04090	ALDEN S WATER WELL	B	YAKIMA	Private	7	2	2	2	12/12/1994	1360 GORE RD	SELAH	WA	98942
04091	BREMERTON SKI CRUISERS WS	B	KING	Private	0	0	1	0	01/27/1995	PO BOX 1031	TRACYTON	WA	98393
04092	PENGUIN SKI CLUB INC WATER SYSTEM	B	KING	Private	0	0	1	0	01/27/1995	22125 LOCUST WAY	LYNNWOOD	WA	98036
04093	EVERETT SKI CLUB INC WATER SYSTEM	B	KING	Private	0	0	1	0	04/27/1995	824 E LAKESHORE DRIVE	LAKE STEVENS	WA	98258
04094	"KING, RUBY WATER SYSTEM"	B	BENTON	Private	13	5	5	5	12/28/1994	1507 W  4TH PLACE	KENNEWICK	WA	99336
04095	WEBSTER ROAD WATER SYSTEM	B	YAKIMA	Private	10	2	2	3	12/30/1994	21 CAROUSEL LANE	SUNNYSIDE	WA	98944
04096	BADGER WELL	B	YAKIMA	Private	5	2	2	2	11/18/1994	PO BOX 10268	YAKIMA	WA	98909
04097	BAUGHMAN WELL 1	B	YAKIMA	Private	10	2	2	4	12/30/1994	410 N SECOND ST	YAKIMA	WA	98901
04098	VALENCIA WATER SYSTEM	B	YAKIMA	Private	10	3	3	3	12/30/1994	5201 POSTMA RD	YAKIMA	WA	98901
04099	PEACE RIDGE WATER SYSTEM	B	YAKIMA	Private	9	2	2	3	12/30/1994	7601 SR 410	NACHES	WA	98937
04100	KISSEL WATER SYSTEM	B	YAKIMA	Private	5	2	2	2	12/30/1994	PO BOX 10268	YAKIMA	WA	98909
04101	SEVEN CEDARS MOBILE HOME PARK	B	THURSTON	Private	24	14	14	14	12/27/1994	19300 PECAN ST SW	ROCHESTER	WA	98579
04102	MATTERHORN MEATS	B	YAKIMA	Investor	3	1	2	0	12/01/1980	1313 N 16TH AVE	YAKIMA	WA	98902
04105	"SODERLIND, RON"	B	CLALLAM	Private	5	3	3	5	01/03/1995	PO BOX 1030	FORKS	WA	98331
04106	"BOURLAND, KEN"	B	CLALLAM	Investor	0	1	2	2	12/21/1994	150 W. MICHIGAN SCHOOL RD.	SEQUIM	WA	98382
04107	SUNSET MARINE RESORT	B	CLALLAM	Investor	20	6	6	0	12/21/1994	40 BUZZARD RIDGE RD	SEQUIM	WA	98382
04108	"SHERMAN, STU"	B	CLALLAM	Investor	6	1	2	5	12/21/1994	PO BOX 2505	SEQUIM	WA	98382
04110	VISTA VILLAGE #3	B	LEWIS	Investor	15	6	6	6	06/21/1996	157 ALLMAN RD #14	WINLOCK	WA	98596
04112	RICKEY CANYON SUBDIVISION	B	STEVENS	Private	8	3	3	3	01/03/1995	1581B RICKEY CANYON RD	KETTLE FALLS	WA	99141
04113	NORTH CANYON WATER SYSTEM	B	YAKIMA	Investor	2	2	2	4	01/03/1995	12601 W LINCOLN	YAKIMA	WA	98908
04114	MIZE ESTATES #3	B	YAKIMA	Private	15	2	2	6	01/03/1995	12601 W LINCOLN	YAKIMA	WA	98908
04116	MIZE ESTATES #2	B	YAKIMA	Investor	15	2	2	6	01/03/1995	12601 W LINCOLN	YAKIMA	WA	98908
04117	MIZE ESTATES #1	B	YAKIMA	Investor	15	2	2	6	01/03/1995	12601 W LINCOLN	YAKIMA	WA	98908
04118	BACON WATER SYSTEM	B	STEVENS	Private	4	2	2	2	01/04/1995	5122 MC DOUGAL RD	DEER PARK	WA	99006
04119	BARNES WELL	B	YAKIMA	Private	4	2	2	4	12/23/1994	911 CAMELOT WY	YAKIMA	WA	98908
04120	RIPPLINGER WATER SYSTEM	B	KLICKITAT	Private	2	2	2	2	01/04/1995	679 STRUCK RD	LYLE	WA	98635
04121	HIDDEN CANYON	B	KITSAP	Private	6	3	3	6	12/27/1994	8496 LONG LAKE RD SE	PORT ORCHARD	WA	98367
04122	HODGES & JUNG-HODGES	B	KLICKITAT	Private	4	2	2	2	01/04/1995	149 HORSESHOE BEND RD	GOLDENDALE	WA	98620
04124	PIONEER WAY #2	B	CHELAN	Association	14	6	6	7	12/19/1994	PO BOX 125	MALAGA	WA	98828
04125	"ADAMS, RANDALL C. WATER SYSTEM"	B	YAKIMA	Private	10	2	2	2	12/20/1994	4106 NACHES HEIGHTS RD	YAKIMA	WA	98908
04127	BRIDGEVIEW	B	KITSAP	Investor	14	6	6	6	01/04/1995	PO BOX 214	PORT GAMBLE	WA	98364
04129	J-J WATER SYSTEM	B	YAKIMA	Private	5	2	2	2	01/09/1995	1511 MORRIER LANE	YAKIMA	WA	98901
04130	MC GARITY RANCH	B	YAKIMA	Private	5	2	2	3	01/09/1995	4217 N  WENAS RD	SELAH	WA	98942
04131	RIVERS EDGE COMMUNITY WELL	B	YAKIMA	Association	18	6	6	0	01/09/1995	132 RIVERS EDGE	YAKIMA	WA	98901
04132	COUNTRY TERRACE ESTATES	B	YAKIMA	Private	24	7	7	7	12/13/1994	5505 GARDEN TERRACE LANE	YAKIMA	WA	98901
04133	DOW WATER ASSOCIATION	B	YAKIMA	Private	6	2	2	4	12/21/1994	1317 SUNSET WAY	COWICHE	WA	98923
04134	WOLFKILL WELL	B	YAKIMA	Private	7	2	2	2	06/24/1994	130 TREPANIER LN	TIETON	WA	98947
04135	"STOKEN, NORM"	B	CLALLAM	Private	6	2	2	0	01/06/1995	384 KNAPP RD	SEQUIM	WA	98382
04137	HOME WELL	B	YAKIMA	Private	20	7	7	7	06/24/1994	130 TREPANIER LN	TIETON	WA	98947
04138	MOORE WATER SYSTEM	B	YAKIMA	Private	8	3	3	3	01/10/1995	201 DORSET DRIVE	YAKIMA	WA	98901
04139	CLEAR WATER VILLAGE	B	YAKIMA	Private	5	2	2	7	01/11/1995	103 N 86TH AVE	YAKIMA	WA	98908
04140	MARBLE WELL	B	YAKIMA	Private	10	3	3	4	01/11/1995	13623 LAVA WY	YAKIMA	WA	98908
04141	PRICKETT WELL	B	YAKIMA	Investor	5	2	2	0	12/01/1980	2701 1 2 SWAN AVE	YAKIMA	WA	98902
04142	WHITE S ESTATES	B	YAKIMA	Investor	10	4	4	4	01/11/1995	180 WHITES PLACE	SELAH	WA	98942
04143	CHARVET WELL	B	YAKIMA	Investor	0	0	2	1	01/11/1995	6121 SUNNYSIDE-MABTON HWY.	MABTON	WA	98935
04144	GONZALES WATER SYSTEM	B	GRANT	Private	8	2	2	2	11/29/1994	10288 KINDER RD	MOSES LAKE	WA	98837
04145	BRIGIDO GARZA WATER SYSTEM	B	ADAMS	Private	14	3	3	4	12/08/1994	2114 W BENCH RD	OTHELLO	WA	99344
04147	KNUTSON-NYBERG WATER SYSTEM	B	YAKIMA	Private	8	2	2	4	01/17/1995	771 YOUNG GRADE RD	YAKIMA	WA	98908
04148	TYLER S FOLLEY WATER SYSTEM	B	YAKIMA	Private	12	3	3	3	07/10/1994	1870 CRUSHER CANYON RD	SELAH	WA	98942
04150	HITCHCOCK WELL	B	YAKIMA	Private	3	2	2	2	09/13/1994	2004 S 52ND AVE	YAKIMA	WA	98903
04153	SOUTH STEVENS CO. TRANSFER STATION	B	STEVENS	County	0	0	1	1	01/23/1995	185 E HAWTHORNE	COLVILLE	WA	99114
04154	RADKE WELL 1	B	YAKIMA	Investor	5	2	2	0	12/01/1980	1801 E MEAD	YAKIMA	WA	98901
04155	PAN FISH USA	B	THURSTON	Investor	2	2	3	3	07/18/1996	5500 180TH SW	ROCHESTER	WA	98579
04156	PAYS ROAD WATER SYSTEM	B	KITTITAS	Private	12	6	6	6	01/20/1995	PO BOX 37	SOUTH CLE ELUM	WA	98943
04158	122ND AVE WATER SYSTEM	B	SNOHOMISH	Private	9	4	4	0	01/18/1994	1626 122ND AVE SE	LAKE STEVENS	WA	98258
04159	RYNER WATER SYSTEM	B	SNOHOMISH	Private	15	6	6	7	07/14/1993	20705 DUBUQUE RD	SNOHOMISH	WA	98290
04161	RADKE WELL #2	B	YAKIMA	Investor	10	4	4	0	12/01/1980	1904 SO 18TH ST	YAKIMA	WA	98903
04162	HAMAR II WATER SYSTEM	B	KING	Private	12	3	3	0	01/11/1995	25620 NE 30CT	REDMOND	WA	98053
04163	NORTHWEST MARINE TECHNOLOGY W.S.	B	SAN JUAN	Investor	3	1	2	0	10/16/2012	PO BOX 427	SHAW ISLAND	WA	98286
04164	C.J. CUSTOM MEATS	B	YAKIMA	Investor	2	1	2	0	09/01/1978	PO BOX A	PARKER	WA	98939
04165	RICHARTZ MOBILE PARK	B	YAKIMA	Investor	8	3	3	0	12/01/1980	RT 9 BOX 98	YAKIMA	WA	98901
04166	C & R VENTURES WATER SYSTEM	B	PIERCE	Private	9	3	3	3	01/11/1995	33905 50TH AVE E	EATONVILLE	WA	98328
04169	GRANDVIEW RECREATIONAL CENTER	B	SNOHOMISH	Private	0	0	1	0	01/20/1994	11430 GRANDVIEW TRAIL	ARLINGTON	WA	98223
04170	HERON LAKE COMMUNITY WELL ASSOC.	B	SKAGIT	Private	6	3	3	0	01/28/2002	4307 GINNETT RD	ANACORTES	WA	98221
04172	PEACOCK RIDGE	B	MASON	Private	8	4	4	0	07/22/1996	5065 EAST HIGHWAY 302	BELFAIR	WA	98528
04173	COLES ROAD # 3  WATER SYSTEM	B	ISLAND	Association	6	2	2	0	02/07/1995	5489 S COLES RD	LANGLEY	WA	98260
04174	TATUM/KONO WATER SYSTEM	B	SNOHOMISH	Private	3	2	2	0	01/12/1994	P O  BOX 5176	ARLINGTON	WA	98223
04179	BALMER GARDENS	B	SPOKANE	Private	20	9	9	14	01/01/1970	10310 W BALMER RD	SPOKANE	WA	99224
04180	BALSEY	B	KING	Investor	15	5	5	0	01/01/1970	31108 SE 384TH ST	ENUMCLAW	WA	98022
04183	ROGERS WELL	B	YAKIMA	Private	8	2	2	0	12/01/1980	20 ROCKY RD	NACHES	WA	98937
04187	WEST PINE LANE	B	PACIFIC	Private	14	14	14	0	01/01/1970	4329 PINE LN	TOKELAND	WA	98590
04189	BANGS TRUST WATER SYSTEM	B	SAN JUAN	Private	4	1	3	9	01/01/1970	PO BOX 425	ORCAS	WA	98280
04190	"BARBER,W E"	B	KING	Investor	5	2	2	0	01/01/1970	30040 108TH S E	KENT	WA	98031
04191	"BARBER,R"	B	KING	Investor	5	2	2	0	01/01/1970	2631 E VALLEY ROAD	RENTON	WA	98055
04194	SHEARER ORCHARDS	B	YAKIMA	Investor	8	3	3	0	01/01/1981	2521 YOUNG GRADE RD	YAKIMA	WA	98908
04195	"BARD,STEPHEN"	B	KING	Private	8	3	3	3	01/01/1970	12827 164TH AVE NE	REDMOND	WA	98052
04196	BANNER ESTATES HOA	B	KITSAP	Association	23	10	10	11	07/01/1978	PO BOX 123	PORT ORCHARD	WA	98366
04200	BAREM A	B	KING	Investor	8	3	3	0	01/01/1970	2722 W VALLEY HIWAY	AUBURN	WA	98002
04201	KLINEBURGER	B	KITSAP	Investor	9	3	3	0	01/01/1981	14406 OLYMPIC VIEW LP RD NW	SILVERDALE	WA	98383
04202	COHEE WATER SYSTEM	B	ISLAND	Association	4	5	5	5	01/27/1995	2017 MEADOWVIEW LANE	CAMANO ISLAND	WA	98292
04203	HOOPER WATER SYSTEM	B	ISLAND	Private	6	0	3	0	12/22/1994	353 N ALDER ST	CAMANO ISLAND	WA	98282
04204	CHANNEL VIEW WATER SYSTEM	B	ISLAND	Association	4	4	4	4	03/29/1995	3746 DOVE LN	OAK HARBOR	WA	98277
04205	MARSHALL/BUTCHER WATER SYSTEM	B	KING	Private	18	6	6	0	12/15/1994	39804 302ND SE	ENUMCLAW	WA	98022
04206	BRASHEM I WATER SYSTEM	B	PIERCE	Private	18	6	6	6	12/01/1994	18102 71ST ST KPN	VAUGHN	WA	98394
04207	GEMS WATER SYSTEM	B	KING	Private	12	5	5	0	01/27/1995	13119 S W  244	VASHON	WA	98070
04209	LODI WATER SYSTEM	B	PIERCE	Private	24	9	9	9	12/28/1994	11818 164TH ST  E	PUYALLUP	WA	98374
04210	OASIS WATER SYSTEM	B	KING	Private	15	5	5	3	12/30/1994	47802 323RD SE	ENUMCLAW	WA	98022
04211	JOSHUA WELL SYSTEM	B	MASON	Private	22	8	8	9	01/17/1995	PO BOX 123	PORT ORCHARD	WA	98366
04213	"HORSCH, DAVID L."	B	CLARK	Private	6	2	2	0	01/27/1995	P O  BOX 14	HEISSON	WA	98622
04214	RITTER BICKFORD	B	CLARK	Investor	5	2	2	0	01/01/1981	18635 NE 27TH ST	BATTLE GROUND	WA	98604
04215	DUCK COVE	B	MASON	Private	12	3	3	3	01/27/1995	433 ADAMS WAY	PLEASANTON	CA	94566
04217	2533 #201	B	LEWIS	Special District	12	4	4	0	10/06/1994	921 LAKERIDGE WAY SW SUITE 301	OLYMPIA	WA	98502
04218	OWENS LEE	B	KITSAP	Investor	12	6	6	6	01/30/1995	15424 BETHEL-BURLEY RD	BURLEY	WA	98367
04219	"JOHNSTEN, LLOYD"	B	CLALLAM	Private	8	2	2	0	01/25/1995	P O  BOX 206	BEAVER	WA	98305
04221	ELLIOTT WELL	B	KITTITAS	Private	4	2	2	2	01/27/1995	231 STORIE LANE	CLE ELUM	WA	98922
04224	TWO JACKIES	B	MASON	Investor	18	6	6	6	02/03/1995	P O  BOX 1653	SHELTON	WA	98584
04225	LIVING WATERS	B	MASON	Private	4	2	2	0	01/24/1995	N 193 CREST HILL WY	HOODSPORT	WA	98548
04226	HARRY S WATER SYSTEM	B	KING	Investor	4	2	2	0	01/26/1995	16119 S E  HOBART ISSAQUAH RD	ISSAQUAH	WA	98027
04228	HONEYMOON HEIGHTS WATER ASSOCIATION	B	ISLAND	Association	8	5	6	5	01/03/1995	PO BOX 2243	OAK HARBOR	WA	98277
04229	RADNICH WATER SYSTEM	B	KING	Investor	4	2	2	0	01/19/1995	24407 SE 192	MAPLE VALLEY	WA	98038
04230	KORNELIS WATER SYSTEM	B	WHATCOM	Private	5	2	4	0	01/13/1995	417 BIRCH BAY - LYNDEN ROAD	LYNDEN	WA	98264
04231	VINCE S WATER SYSTEM	B	WHATCOM	Association	10	5	5	4	01/13/1995	2962 HAYNIE RD	CUSTER	WA	98240
04232	MCDOUGAL SHORT PLAT WATER SYSTEM	B	WHATCOM	Private	12	3	3	0	03/03/1995	2087 E  POLE ROAD	EVERSON	WA	98247
04233	SUNRISE INVESTMENT WATER SYSTEM	B	PIERCE	Private	15	2	2	6	01/17/1995	4001 8TH ST NW	GIG HARBOR	WA	98335
04234	ROCKHAVEN WATER SYSTEM	B	PIERCE	Private	12	4	4	4	01/11/1995	P O  BOX 522	ROY	WA	98580
04238	STALLION TRACE	B	KITSAP	Investor	14	5	5	6	01/31/1995	5185 CHEHALIS DR N	KEIZER	OR	97303
04239	RUYS LANE	B	KITSAP	Private	9	4	4	4	01/31/1995	10726 MANITOU BEACH DR	BAINBRIDGE ISLAND	WA	98110
04240	BELLE ISLE WATER SYSTEM	B	ISLAND	Association	15	7	7	9	01/01/1981	5421 WOODARD AVE	FREELAND	WA	98249
04242	MIGUELO	B	KITSAP	Private	11	4	4	6	04/08/1994	PO BOX 1127	SILVERDALE	WA	98383
04243	MALZAHN WATER SYSTEM	B	YAKIMA	Private	13	5	5	5	02/10/1995	200 BARNHILL RD	GRANGER	WA	98932
04244	PENSION ABENDBLUME WATER SYSTEM	B	CHELAN	Private	2	1	2	2	02/10/1995	PO BOX 981	LEAVENWORTH	WA	98826
04245	MULLENDORE WATER SYSTEM	B	KING	Private	5	2	2	2	06/11/1996	11818 SE 310TH ST	AUBURN	WA	98092
04246	MELTON WELL	B	YAKIMA	Private	8	2	2	4	02/10/1995	251 SLADE ROAD	SELAH	WA	98942
04247	RISON WATER SYSTEM	B	YAKIMA	Private	9	3	3	3	02/10/1995	1401 GIBSON ROAD	SELAH	WA	98942
04248	TRAILS END LANE WELL	B	YAKIMA	Private	15	2	2	5	02/10/1995	130 TRAILS END LN	YAKIMA	WA	98908
04249	MARSING-GANO WELL	B	YAKIMA	Private	15	6	6	6	02/10/1995	272 MAPLE WY RD	SELAH	WA	98942
04252	WARM SPRINGS INN	B	CHELAN	Private	2	1	1	2	02/10/1995	1611 LOVE LANE	WENATCHEE	WA	98801
04253	PARKE CREEK TREATMENT CENTER	B	KITTITAS	State	0	0	1	1	01/01/1995	11042 PARKE CREEK RD	ELLENSBURG	WA	98926
04254	"WELLS, LEE E."	B	CLARK	Private	2	2	2	0	03/06/1995	25609 NW 31ST AVE	RIDGEFIELD	WA	98642
04255	HOLY	B	MASON	Private	5	2	2	0	02/07/1995	P O  BOX 1435	SHELTON	WA	98584
04258	CAMP KLAHANEE	B	GRAYS HARBOR	Private	4	1	8	0	01/01/1981	601 VALLEY ST.	SEATTLE	WA	98109
04260	BARKLY MANOR	B	SNOHOMISH	Investor	8	8	8	0	01/01/1970	3718 116TH ST NE	MARYSVILLE	WA	98271
04263	GARWOOD	B	JEFFERSON	Private	6	2	2	4	03/06/1995	821 MCMINN RD	PORT TOWNSEND	WA	98368
04267	WELCOME SR ACTIVITY CENTER	B	WHATCOM	City/Town	2	1	2	0	01/23/1995	5103 MOSQUITO LAKE RD	DEMING	WA	98244
04269	A & B ASPHALT	B	BENTON	Investor	0	0	1	1	08/06/1996	PO BOX 5280	BENTON CITY	WA	99336
04272	SUBURBAN PROPANE WATER SYSTEM	B	SNOHOMISH	Private	0	0	1	0	12/06/1993	12820 34TH AVE NE	MARYSVILLE	WA	98271
04273	RATEN WATER SYSTEM	B	KING	Private	13	4	4	0	02/01/1995	10710 SW SYLVAN BEACH RD	VASHON	WA	98070
04274	SHAFFER WATER SYSTEM	B	PIERCE	Private	3	1	1	0	12/08/2005	PO BOX 78	GIG HARBOR	WA	98335
04276	VALLEY VIEW	B	KING	Private	24	9	9	0	01/01/1981	PO BOX 1115	NORTH BEND	WA	98045
04277	PIM WATER SYSTEM	B	PIERCE	Private	15	4	4	0	01/27/1995	816 34TH AVE NW	GIG HARBOR	WA	98335
04278	"PORTER, VIOLA WATER SYSTEM"	B	ISLAND	Association	5	4	4	0	03/29/1995	7202 267TH ST NW SUITE 102	STANWOOD	WA	98292
04279	BROUGHER WATER SYSTEM	B	PIERCE	Private	6	2	2	2	01/31/1995	PO BOX 763	ORTING	WA	98360
04283	TULALIP HEIGHTS COMMUNITY WELL	B	SNOHOMISH	Private	8	3	3	3	01/20/1994	12725 MARINE DR	MARYSVILLE	WA	98271
04288	SP 150-70 WATER SYSTEM.	B	SNOHOMISH	Private	5	2	2	0	12/07/1993	1529 252ND ST NW	STANWOOD	WA	98292
04290	RAINIER WEST APARTMENTS	B	PIERCE	Investor	20	10	10	0	01/01/1970	3301 DEER ISLAND DR E	LAKE TAPPS	WA	98391
04291	"ANDERSON, ARTHUR"	B	THURSTON	Investor	8	3	3	0	11/01/1979	6012 ALPINE DR SW	OLYMPIA	WA	98502
04293	ANDERSON COMMUNITY WELL	B	THURSTON	Investor	8	3	3	0	10/01/1979	16046 VAIL LOOP SE	RAINIER	WA	98576
04296	"SWORD, LES J. WATER SYSTEM"	B	STEVENS	Private	4	2	2	2	02/13/1995	3383 ROCKCUT ROAD	KETTLE FALLS	WA	99141
04297	"KEAN, SANDI WATER SYSTEM"	B	GRANT	Private	2	2	2	3	06/06/1996	10107 KORY LANE	MOSES LAKE	WA	98837
04299	RAZOR ROAD 4	B	MASON	Private	8	3	3	6	02/03/1995	PO BOX 78	GIG HARBOR	WA	98335-0078
04300	MAXWELL/MOWREADER WATER SYSTEM	B	BENTON	Private	6	2	2	2	02/23/1995	195004 EAST 27TH AVE	KENNEWICK	WA	99337
04302	EATON HILL WINERY WELL	B	YAKIMA	Private	1	1	3	3	02/24/1995	201 EAST D STREET	YAKIMA	WA	98901
04303	VON HELLSTRUM INN	B	YAKIMA	Investor	0	0	1	1	02/24/1995	51 BRADEN ROAD	SUNNYSIDE	WA	98944
04304	STUCKMEYER WATER SYSTEM	B	GRANT	Investor	8	4	4	4	06/07/1996	1287 HWY 28W #2	EPHRATA	WA	98823
04305	"FORD, HUGH"	B	CLALLAM	Private	6	2	2	2	02/23/1995	2429 MORA RD	FORKS	WA	98331
04307	"SHEARER, ALLEN TRUCKING"	B	MASON	Private	0	0	3	0	12/19/1994	P O  BOX 789	BELFAIR	WA	98528
